r	c
0.891	2.6270326608947495e-295
0.892	5.600973327140121e-296
0.893	1.1920829092714742e-296
0.894	2.532761792108738e-297
0.895	5.371890608066644e-298
0.896	1.1373782174176544e-298
0.897	2.4039619398808205e-299
0.898	5.072186402849094e-300
0.899	1.0683357532295844e-300
0.9	2.246287094777241e-301
0.901	4.714848099252111e-302
0.902	9.879047994774579e-303
0.903	2.0663668891899242e-303
0.904	4.3146415797632965e-304
0.905	8.993463331084366e-305
0.906	1.8713463227004986e-305
0.907	3.8871054850102306e-306
0.908	8.060155958594258e-307
0.909	1.6684205371280794e-307
0.91	3.4475658829258956e-308
0.911	7.111555261262895e-309
0.912	1.464406250402027e-309
0.913	3.01025669316214e-310
0.914	6.177182951494e-311
0.915	1.2653840887973e-311
0.916	2.58761264867e-312
0.917	5.28227424557e-313
0.918	1.0764355567e-313
0.919	2.1898000307e-314
0.92	4.446588283e-315
0.921	9.01399574e-316
0.922	1.82493877e-316
0.923	3.6688544e-317
0.924	7.590736e-318
0.925	1.89768e-318
0.926	0.0
0.927	0.0
0.928	0.0
0.929	0.0
0.93	0.0
0.931	0.0
0.932	0.0
0.933	0.0
0.934	0.0
0.935	0.0
0.936	0.0
0.937	0.0
0.9380000000000001	0.0
0.9390000000000001	0.0
0.9400000000000001	0.0
0.9410000000000001	0.0
0.9420000000000001	0.0
0.9430000000000001	0.0
0.9440000000000001	0.0
0.9450000000000001	0.0
0.9460000000000001	0.0
0.9470000000000001	0.0
0.9480000000000001	0.0
0.9490000000000001	0.0
0.9500000000000001	0.0
0.9510000000000001	0.0
0.9520000000000001	0.0
0.9530000000000001	0.0
0.9540000000000001	0.0
0.9550000000000001	0.0
0.9560000000000001	0.0
0.9570000000000001	0.0
0.9580000000000001	0.0
0.9590000000000001	0.0
0.96	0.0
0.961	0.0
0.962	0.0
0.963	0.0
0.964	0.0
0.965	0.0
0.966	0.0
0.967	0.0
0.968	0.0
0.969	0.0
0.97	0.0
0.971	0.0
0.972	0.0
0.973	0.0
0.974	0.0
0.975	0.0
0.976	0.0
0.977	0.0
0.978	0.0
0.979	0.0
0.98	0.0
0.981	0.0
0.982	0.0
0.983	0.0
0.984	0.0
0.985	0.0
0.986	0.0
0.987	0.0
0.988	0.0
0.989	0.0
0.99	0.0
0.991	0.0
0.992	0.0
0.993	0.0
0.994	0.0
0.995	0.0
0.996	0.0
0.997	0.0
0.998	0.0
0.999	0.0
1.0	0.0
