r	c
0.28700000000000003	4.67325174733176e-28
0.28800000000000003	2.856736014170476e-28
0.289	1.7432376100649151e-28
0.29	1.0618879223987662e-28
0.291	6.457084411234214e-29
0.292	3.919494015094309e-29
0.293	2.37497682890058e-29
0.294	1.4365629018070805e-29
0.295	8.674129157512659e-30
0.296	5.2283320009108814e-30
0.297	3.145839300147364e-30
0.298	1.8894964452554027e-30
0.299	1.1329007394409833e-30
0.3	6.780690818132791e-31
0.301	4.051281207566299e-31
0.302	2.41628003985222e-31
0.303	1.4385952966446574e-31
0.304	8.550008795090898e-32
0.305	5.072605691533278e-32
0.306	3.004224109842573e-32
0.307	1.776111760220811e-32
0.308	1.048202167011617e-32
0.309	6.175280322333988e-33
0.31	3.6316603125578134e-33
0.311	2.1320173826581757e-33
0.312	1.2494339386117977e-33
0.313	7.309252240657303e-34
0.314	4.268445601747413e-34
0.315	2.488305843224119e-34
0.316	1.4480215676374911e-34
0.317	8.411696985849282e-35
0.318	4.877862811946322e-35
0.319	2.8236637015503963e-35
0.32	1.631675682286167e-35
0.321	9.412223804910932e-36
0.322	5.419862097522205e-36
0.323	3.115457756870811e-36
0.324	1.787694023988907e-36
0.325	1.0240054123522722e-36
0.326	5.8552994291667306e-37
0.327	3.3422105780834264e-37
0.328	1.9043922406044756e-37
0.329	1.0832206735672569e-37
0.33	6.150571460504564e-38
0.331	3.486197907308175e-38
0.332	1.9725439823629475e-38
0.333	1.1141392892794448e-38
0.334	6.281892021283481e-39
0.335	3.535734734401394e-39
0.336	1.9865850352153476e-39
0.337	1.1142251758485533e-39
0.338	6.23845638170885e-40
0.339	3.4867413510580083e-40
0.34	1.945363575684652e-40
0.341	1.0834785815761855e-40
0.342	6.023909349105584e-41
0.343	3.3432982065872636e-41
0.34400000000000003	1.852296203433376e-41
0.34500000000000003	1.0244350624206496e-41
0.34600000000000003	5.6558404668303117e-42
0.34700000000000003	3.117084880754941e-42
0.34800000000000003	1.7149004298104828e-42
0.34900000000000003	9.41820271822051e-43
0.35000000000000003	5.163403253646313e-43
0.35100000000000003	2.8258101461666068e-43
0.352	1.5437923428714136e-43
0.353	8.419257475823442e-44
0.354	4.583505384698646e-44
0.355	2.4909257711342913e-44
0.356	1.3513347662954621e-44
0.357	7.318200054229975e-45
0.358	3.956259825813822e-45
0.359	2.1350329106094017e-45
0.36	1.1501741927332883e-45
0.361	6.185317225688515e-46
0.362	3.3204709801882145e-46
0.363	1.7794131189263324e-46
0.364	9.519043511920831e-47
0.365	5.083341618283828e-47
0.366	2.7098470460774236e-47
0.367	1.442048251509211e-47
0.368	7.660451615951356e-48
0.369	4.062267872755372e-48
0.37	2.1504154900375885e-48
0.371	1.136359830018908e-48
0.372	5.994446279348116e-49
0.373	3.156617876944474e-49
0.374	1.6593374859615336e-49
0.375	8.707374905463074e-50
0.376	4.561205120738248e-50
0.377	2.3851287932782224e-50
0.378	1.2450419151729147e-50
0.379	6.487778994628501e-51
0.38	3.37480039761793e-51
0.381	1.7524278129223905e-51
0.382	9.083897305827665e-52
0.383	4.700503263747949e-52
0.384	2.4280442455621613e-52
0.385	1.2520133521251816e-52
0.386	6.444681823884802e-53
0.387	3.311571896807105e-53
0.388	1.6986625524800807e-53
0.389	8.698017637228516e-54
0.39	4.4460437470674786e-54
0.391	2.2686499252473562e-54
0.392	1.1555841429362272e-54
0.393	5.8759220572188084e-55
0.394	2.9825715548219185e-55
0.395	1.5112841866545728e-55
0.396	7.644372722970968e-56
0.397	3.8599177258363734e-56
0.398	1.9456053279113833e-56
0.399	9.789758514144483e-57
0.4	4.917334725212152e-57
0.401	2.4656314021189596e-57
0.402	1.2341477280566807e-57
0.403	6.1666142941516876e-58
0.404	3.0758637288116835e-58
0.405	1.531539108563337e-58
0.406	7.612543943089912e-59
0.40700000000000003	3.7772200045533987e-59
0.40800000000000003	1.8709213137169267e-59
0.40900000000000003	9.250805770488304e-60
0.41000000000000003	4.566089573273965e-60
0.41100000000000003	2.2498322634267554e-60
0.41200000000000003	1.1066154480797348e-60
0.41300000000000003	5.433556860226286e-61
0.41400000000000003	2.6632542452033682e-61
0.41500000000000004	1.3031127334184573e-61
0.41600000000000004	6.364910808744175e-62
0.417	3.103442143760718e-62
0.418	1.5105531330150463e-62
0.419	7.339549500537827e-63
0.42	3.5599497742005583e-63
0.421	1.7236910640232817e-63
0.422	8.331363925662035e-64
0.423	4.019887691993232e-64
0.424	1.9362119511103968e-64
0.425	9.309643658792826e-65
0.426	4.468424530024775e-65
0.427	2.1410017722944948e-65
0.428	1.0240493328843463e-65
0.429	4.889517513765328e-66
0.43	2.3305178310579627e-66
0.431	1.1088688231558771e-66
0.432	5.2668294667925e-67
0.433	2.497236664307129e-67
0.434	1.1819838218519183e-67
0.435	5.584763248297214e-68
0.436	2.6341434865730173e-68
0.437	1.2402679935689166e-68
0.438	5.829524245902293e-69
0.439	2.73521946481471e-69
0.44	1.2811286792716093e-69
0.441	5.990110837371302e-70
0.442	2.7958799116543e-70
0.443	1.302697979440799e-70
0.444	6.059133982287583e-71
0.445	2.8133190227733716e-71
0.446	1.3039743237600415e-71
0.447	6.033380938987619e-72
0.448	2.7867250617797985e-72
0.449	1.284899584215432e-72
0.45	5.914063208447277e-73
0.451	2.7173430069944102e-73
0.452	1.2463634624283278e-73
0.453	5.7067220540959566e-74
0.454	2.6083779263266032e-74
0.455	1.190134690230867e-74
0.456	5.420801858037553e-75
0.457	2.4647495239598196e-75
0.458	1.1187264526114055e-75
0.459	5.0689370606068286e-76
0.46	2.2927240363933017e-76
0.461	1.0352102917694883e-76
0.462	4.666027642957975e-77
0.463	2.099461818623963e-77
0.464	9.429976685936863e-78
0.465	4.2281972489031325e-78
0.466	1.8925260191189925e-78
0.467	8.456107501455727e-79
0.468	3.771734946375624e-79
0.46900000000000003	1.6793989861688984e-79
0.47000000000000003	7.464636694252088e-80
0.47100000000000003	3.3121160752057073e-80
0.47200000000000003	1.4670486727266618e-80
0.47300000000000003	6.486726913400153e-81
0.47400000000000003	2.863181247968778e-81
0.47500000000000003	1.261578322002571e-81
0.47600000000000003	5.549089907231685e-82
0.47700000000000004	2.4365284565394776e-82
0.47800000000000004	1.0679807223629186e-82
0.47900000000000004	4.6730190780340125e-83
0.48	2.0411453196707044e-83
0.481	8.900051987708126e-84
0.482	3.873944760800921e-84
0.483	1.6832808468080745e-84
0.484	7.30133093149452e-85
0.485	3.16147530091196e-85
0.486	1.366532223984468e-85
0.487	5.896472809908017e-86
0.488	2.5398442041135158e-86
0.489	1.0921045687336539e-86
0.49	4.687742573713688e-87
0.491	2.0086565437276238e-87
0.492	8.591916090148806e-88
0.493	3.6687388468664665e-88
0.494	1.563817296977978e-88
0.495	6.65422809787405e-89
0.496	2.8265184640167233e-89
0.497	1.1985287484800585e-89
0.498	5.07326542702854e-90
0.499	2.143725765815411e-90
0.5	9.042601645356898e-91
0.501	3.807677106382535e-91
0.502	1.6005505036230564e-91
0.503	6.716162905909036e-92
0.504	2.8132973984882825e-92
0.505	1.1763936309449706e-92
0.506	4.9105743965897e-93
0.507	2.0462304811996523e-93
0.508	8.511761414734273e-94
0.509	3.5344918502923115e-94
0.51	1.4651334758164206e-94
0.511	6.062755791789204e-95
0.512	2.504411268029307e-95
0.513	1.0327231826141794e-95
0.514	4.251135220596626e-96
0.515	1.7469023988773274e-96
0.516	7.165971964633757e-97
0.517	2.934433841704382e-97
0.518	1.1995443438984032e-97
0.519	4.89498168774053e-98
0.52	1.9940159481148573e-98
0.521	8.108658079978966e-99
0.522	3.2916387378847866e-99
0.523	1.3338843294801836e-99
0.524	5.395938824237874e-100
0.525	2.17900746055879e-100
0.526	8.784019319831898e-101
0.527	3.5348478443535996e-101
0.528	1.4200088656727022e-101
0.529	5.694482833208578e-102
0.53	2.279609367271249e-102
0.531	9.109813837346452e-103
0.532	3.6341387733153643e-103
0.533	1.4472263459531951e-103
0.534	5.753264912384722e-104
0.535	2.2831542537094055e-104
0.536	9.044803128620816e-105
0.537	3.576893222168979e-105
0.538	1.412068735883153e-105
0.539	5.564789169059387e-106
0.54	2.1891958655067904e-106
0.541	8.597329293088177e-107
0.542	3.3704318657704525e-107
0.543	1.3190176374028888e-107
0.544	5.1529831705761505e-108
0.545	2.009601410170609e-108
0.546	7.823556472533256e-109
0.547	3.0404762799622173e-109
0.548	1.179565688231099e-109
0.549	4.568206913271246e-110
0.55	1.766088802495815e-110
0.551	6.81588811020977e-111
0.552	2.625883918205098e-111
0.553	1.0098846250545596e-111
0.554	3.8771372345196146e-112
0.555	1.4859143371613774e-112
0.556	5.684857323171434e-113
0.557	2.171143718322287e-113
0.558	8.277530551138109e-114
0.559	3.1503313799541563e-114
0.56	1.1968918860918717e-114
0.561	4.539383276179453e-115
0.562	1.7186286227149594e-115
0.5630000000000001	6.495468694754451e-116
0.5640000000000001	2.4506552689712255e-116
0.5650000000000001	9.229905181372964e-117
0.5660000000000001	3.470208353415557e-117
0.5670000000000001	1.3024383259067123e-117
0.5680000000000001	4.879800853865027e-118
0.5690000000000001	1.8251155033558595e-118
0.5700000000000001	6.81431088850902e-119
0.5710000000000001	2.539784543219785e-119
0.5720000000000001	9.449637758812553e-120
0.5730000000000001	3.509755047231317e-120
0.5740000000000001	1.3013131693733361e-120
0.5750000000000001	4.816485118565489e-121
0.5760000000000001	1.7795984142624203e-121
0.577	6.563828056437006e-122
0.578	2.4167726045669225e-122
0.579	8.882961899474791e-123
0.58	3.259291732072438e-123
0.581	1.1938014582803837e-123
0.582	4.365001713904852e-124
0.583	1.593236269020028e-124
0.584	5.805229734058613e-125
0.585	2.1115535874707192e-125
0.586	7.667049770381115e-126
0.587	2.7790601358136473e-126
0.588	1.0055672078857125e-126
0.589	3.6321833593677382e-127
0.59	1.3096882743284355e-127
0.591	4.714239424248478e-128
0.592	1.6939432684967621e-128
0.593	6.076165932675261e-129
0.594	2.1757246689427238e-129
0.595	7.77717374216529e-130
0.596	2.775129343405852e-130
0.597	9.885263019592686e-131
0.598	3.5150929068389173e-131
0.599	1.2477540120324002e-131
0.6	4.421450195738351e-132
0.601	1.564026486803803e-132
0.602	5.522898750890853e-133
0.603	1.9468553247526405e-133
0.604	6.850841262178775e-134
0.605	2.406565940193648e-134
0.606	8.439083237415396e-135
0.607	2.954176413808609e-135
0.608	1.0323364015675257e-135
0.609	3.601220579375236e-136
0.61	1.254070291561733e-136
0.611	4.35951040308849e-137
0.612	1.5128547977260927e-137
0.613	5.240834831906988e-138
0.614	1.8123722499281685e-138
0.615	6.256595059958951e-139
0.616	2.156117433010379e-139
0.617	7.417379541664696e-140
0.618	2.547254440939562e-140
0.619	8.732485965335184e-141
0.62	2.988458396230675e-141
0.621	1.0209401630456363e-141
0.622	3.481746341867476e-142
0.623	1.1853258026236373e-142
0.624	4.0283029784015106e-143
0.625	1.3666279617174011e-143
0.626	4.6283081903386387e-144
0.627	1.56472505933525e-144
0.628	5.280774381171458e-145
0.629	1.77910263082369e-145
0.63	5.98340241041611e-146
0.631	2.0088117977378676e-146
0.632	6.732465298809357e-147
0.633	2.2524379650372861e-147
0.634	7.522728753648109e-148
0.635	2.508082525740054e-148
0.636	8.34741690248212e-149
0.637	2.7733600519881884e-149
0.638	9.198230379094707e-150
0.639	3.045412966279414e-150
0.64	1.0065422088400404e-150
0.641	3.320945026412521e-151
0.642	1.0937933636777632e-151
0.643	3.596274145345628e-152
0.644	1.1803592645584464e-152
0.645	3.867404139126633e-153
0.646	1.2649368103584494e-153
0.647	4.1301140010151306e-154
0.648	1.3461677729058723e-154
0.649	4.380062296111476e-155
0.65	1.4226738199620133e-155
0.651	4.6129033223432394e-156
0.652	1.493094627386575e-156
0.653	4.824410855955349e-157
0.654	1.5561276477081816e-157
0.655	5.01060465443089e-158
0.656	1.6105679336380834e-158
0.657	5.167874479880267e-159
0.658	1.6553463276591995e-159
0.659	5.293096270850283e-160
0.66	1.6895643325360876e-160
0.661	5.383735252225969e-161
0.662	1.7125240763544746e-161
0.663	5.437931233721259e-162
0.664	1.7237519768918535e-162
0.665	5.45456208862105e-163
0.666	1.7230149846143877e-163
0.667	5.433282387208159e-164
0.668	1.7103286261549913e-164
0.669	5.374535327011298e-165
0.67	1.6859564605107953e-165
0.671	5.279537384354495e-166
0.672	1.650400974556584e-166
0.673	5.150236429624628e-167
0.674	1.6043863571628294e-167
0.675	4.9892453205485545e-168
0.676	1.5488339767140433e-168
0.677	4.799754135399018e-169
0.678	1.484831721663607e-169
0.679	4.585425162560737e-170
0.68	1.4135986282853529e-170
0.681	4.3502754698368245e-171
0.682	1.3364463994909452e-171
0.683	4.098552299918718e-172
0.684	1.2547395051668885e-172
0.685	3.834606661667133e-173
0.686	1.1698555462146275e-173
0.687	3.562770315041749e-174
0.6880000000000001	1.083147466052125e-174
0.6890000000000001	3.2872409052620207e-175
0.6900000000000001	9.95909015325111e-176
0.6910000000000001	3.0119793303459168e-176
0.6920000000000001	9.093446332639672e-177
0.6930000000000001	2.7406225799236137e-177
0.6940000000000001	8.245446211691038e-178
0.6950000000000001	2.4764143245259787e-178
0.6960000000000001	7.42466170338418e-179
0.6970000000000001	2.222154528947798e-179
0.6980000000000001	6.6392048896129084e-180
0.6990000000000001	1.9801683742872674e-180
0.7000000000000001	5.89565969337234e-181
0.7010000000000001	1.7522938580549868e-181
0.7020000000000001	5.199070648549065e-182
0.7030000000000001	1.5398866474984614e-182
0.704	4.552983185190486e-183
0.705	1.34384012276493e-183
0.706	3.959528102840285e-184
0.707	1.1646180847502103e-184
0.708	3.4195417350606435e-185
0.709	1.002297324770556e-185
0.71	2.932712716825679e-186
0.711	8.566171540269621e-187
0.712	2.497746217755124e-187
0.713	7.270330539195394e-188
0.714	2.1125369321562053e-188
0.715	6.127718088761501e-189
0.716	1.774342933564769e-189
0.717	5.128857912639779e-190
0.718	1.479953605955036e-190
0.719	4.2630445024577054e-191
0.72	1.2258461510467253e-191
0.721	3.518814802527667e-192
0.722	1.0083265400326554e-192
0.723	2.884365795031788e-193
0.724	8.236521378164859e-194
0.725	2.3479112822931428e-194
0.726	6.681345027502128e-195
0.727	1.8979749877706688e-195
0.728	5.382219969957325e-196
0.729	1.5236204018141267e-196
0.73	4.30562792957027e-197
0.731	1.2146204878477316e-197
0.732	3.420496089477508e-198
0.733	9.615724006689234e-199
0.734	2.698480479911449e-199
0.735	7.559637599352925e-200
0.736	2.114107566884443e-200
0.737	5.901978158624788e-201
0.738	1.6447978616618293e-201
0.739	4.575851155549566e-202
0.74	1.2707955099821893e-202
0.741	3.523091191352081e-203
0.742	9.75026752841712e-204
0.743	2.693727242423502e-204
0.744	7.429081931103483e-205
0.745	2.0453193394835113e-205
0.746	5.621232561429252e-206
0.747	1.5422203785131812e-206
0.748	4.223823689573046e-207
0.749	1.1548074842681924e-207
0.75	3.1517943041681015e-208
0.751	8.587180963646364e-209
0.752	2.3355428545303023e-209
0.753	6.341172191213453e-210
0.754	1.718682824526903e-210
0.755	4.650144153633725e-211
0.756	1.255976715571894e-211
0.757	3.386423403648786e-212
0.758	9.114763959901755e-213
0.759	2.4490299753727163e-213
0.76	6.568818827516822e-214
0.761	1.758834515821026e-214
0.762	4.70118338143098e-215
0.763	1.2543938768702675e-215
0.764	3.3412208518454135e-216
0.765	8.88425405531926e-217
0.766	2.358203543639408e-217
0.767	6.248649175248781e-218
0.768	1.6528579726925976e-218
0.769	4.3644495285118546e-219
0.77	1.1504505654845043e-219
0.771	3.0272689033535977e-220
0.772	7.952040677535355e-221
0.773	2.0852145434983863e-221
0.774	5.4584264217360967e-222
0.775	1.4263586570747446e-222
0.776	3.720785161861091e-223
0.777	9.689135309890782e-224
0.778	2.5187207792321556e-224
0.779	6.536113885362136e-225
0.78	1.6931825407885458e-225
0.781	4.378572461908081e-226
0.782	1.1303316637507917e-226
0.783	2.9128883726776405e-227
0.784	7.493528961674468e-228
0.785	1.9243919951976396e-228
0.786	4.933388308767344e-229
0.787	1.2625298920980176e-229
0.788	3.2253931012222965e-230
0.789	8.225612636268025e-231
0.79	2.0941051069684858e-231
0.791	5.32198103911509e-232
0.792	1.3501835058359374e-232
0.793	3.419455098788054e-233
0.794	8.645012941207045e-234
0.795	2.181820554720919e-234
0.796	5.4968900761395184e-235
0.797	1.3824827507822297e-235
0.798	3.4709394656936335e-236
0.799	8.699193881886308e-237
0.8	2.1764847919179645e-237
0.801	5.435968393256103e-238
0.802	1.3553231974245e-238
0.803	3.3732885063186795e-239
0.804	8.381249531446087e-240
0.805	2.0787809490932405e-240
0.806	5.1469904380810314e-241
0.807	1.272162748056749e-241
0.808	3.1388941444504087e-242
0.809	7.731350307201106e-243
0.81	1.90098514297071e-243
0.811	4.666022046142125e-244
0.812	1.1432982693840769e-244
0.8130000000000001	2.796514045655761e-245
0.8140000000000001	6.828403341416868e-246
0.8150000000000001	1.6644319088768624e-246
0.8160000000000001	4.0500241119613753e-247
0.8170000000000001	9.837707292982392e-248
0.8180000000000001	2.3854751656747147e-248
0.8190000000000001	5.774316985115168e-249
0.8200000000000001	1.3953111481794676e-249
0.8210000000000001	3.365783925351887e-250
0.8220000000000001	8.104871387996984e-251
0.8230000000000001	1.948277227847494e-251
0.8240000000000001	4.675199149437368e-252
0.8250000000000001	1.1199386000079847e-252
0.8260000000000001	2.678138617559135e-253
0.8270000000000001	6.393175607949226e-254
0.8280000000000001	1.5235087830463095e-254
0.8290000000000001	3.62424910503421e-255
0.8300000000000001	8.606684261279213e-256
0.8310000000000001	2.0403208020519488e-256
0.8320000000000001	4.828428476018855e-257
0.833	1.1406644575702247e-257
0.834	2.6900154911673694e-258
0.835	6.332809446805108e-259
0.836	1.4882737797972968e-259
0.837	3.4915158212126905e-260
0.838	8.176924255890182e-261
0.839	1.911660273029796e-261
0.84	4.4614521326929356e-262
0.841	1.0394091749478904e-262
0.842	2.4173617323791035e-263
0.843	5.612308440660051e-264
0.844	1.300727173889503e-264
0.845	3.0093707320794814e-265
0.846	6.950402772969622e-266
0.847	1.6024668535374536e-266
0.848	3.688187090684539e-267
0.849	8.473866942607928e-268
0.85	1.9435474538295517e-268
0.851	4.449932995483967e-269
0.852	1.0170835064552196e-269
0.853	2.3206228892030775e-270
0.854	5.285637247165036e-271
0.855	1.2018076453427696e-271
0.856	2.7278306137577606e-272
0.857	6.1807996577816655e-273
0.858	1.3980308929999453e-273
0.859	3.15670288057198e-274
0.86	7.11533716393993e-275
0.861	1.6010397107638937e-275
0.862	3.596280585489204e-276
0.863	8.063988144694968e-277
0.864	1.8050575089166187e-277
0.865	4.033453536251734e-278
0.866	8.997211495149361e-279
0.867	2.003473760372264e-279
0.868	4.453528636493229e-280
0.869	9.882565540899702e-281
0.87	2.1891726998622235e-281
0.871	4.8410014525916976e-282
0.872	1.068649467980924e-282
0.873	2.354941965837582e-283
0.874	5.18048023419681e-284
0.875	1.1376396300661304e-284
0.876	2.4939301518496326e-285
0.877	5.457688493979237e-286
0.878	1.1922795344206484e-286
0.879	2.6001136090870556e-287
0.88	5.660456429519038e-288
0.881	1.2301426445216741e-288
0.882	2.6687285020030918e-289
0.883	5.779605739159274e-290
0.884	1.249501943283176e-290
0.885	2.6966250414972117e-291
0.886	5.809638344176163e-292
0.887	1.2494605338072952e-292
0.888	2.682507223797295e-293
0.889	5.749157051187645e-294
0.89	1.2300205362218961e-294
