r	c
0.327	0.031173283582089553
0.328	0.031383432835820894
0.329	0.03157522388059701
0.33	0.03172199004975124
0.331	0.03189955223880597
0.332	0.0321110447761194
0.333	0.032326368159203984
0.334	0.032548557213930344
0.335	0.03277786069651741
0.336	0.03301651741293533
0.337	0.033262437810945275
0.338	0.033504577114427864
0.339	0.03377865671641791
0.34	0.03406875621890547
0.341	0.034334776119402985
0.342	0.034577512437810945
0.343	0.03484293532338308
0.344	0.03511825870646766
0.345	0.03540029850746269
0.346	0.03568467661691543
0.347	0.03597358208955224
0.348	0.036271442786069655
0.349	0.03657626865671642
0.35	0.03688691542288557
0.351	0.03720323383084577
0.352	0.03752577114427861
0.353	0.03785562189054726
0.354	0.038140298507462686
0.355	0.03840915422885573
0.356	0.03870417910447761
0.357	0.039016318407960195
0.358	0.039332089552238804
0.359	0.03965044776119403
0.36	0.03997169154228856
0.361	0.04029243781094527
0.362	0.04061462686567164
0.363	0.04094069651741293
0.364	0.04126313432835821
0.365	0.04161049751243781
0.366	0.04196880597014925
0.367	0.042326069651741294
0.368	0.04264228855721393
0.369	0.042965373134328355
0.37	0.04329442786069652
0.371	0.043625621890547264
0.372	0.04395805970149254
0.373	0.04429174129353234
0.374	0.04462666666666667
0.375	0.044961990049751245
0.376	0.045297761194029854
0.377	0.04562681592039801
0.378	0.04595233830845771
0.379	0.046285771144278606
0.38	0.04662343283582089
0.381	0.0469628855721393
0.382	0.047294278606965175
0.383	0.04758268656716418
0.384	0.047862835820895525
0.385	0.04816014925373134
0.386	0.04845910447761194
0.387	0.04875721393034826
0.388	0.04905537313432836
0.389	0.04935477611940299
0.39	0.04965373134328358
0.391	0.04995124378109453
0.392	0.05024726368159204
0.393	0.050537810945273626
0.394	0.05081741293532338
0.395	0.05110497512437811
0.396	0.05139253731343284
0.397	0.051685074626865675
0.398	0.051977114427860696
0.399	0.05224427860696517
0.4	0.05249950248756219
0.401	0.05275373134328359
0.402	0.05300497512437811
0.403	0.053252736318407955
0.404	0.053496019900497516
0.405	0.053731343283582096
0.406	0.053960199004975125
0.407	0.05418955223880596
0.408	0.05441641791044776
0.409	0.054640796019900496
0.41	0.05486567164179105
0.411	0.055089054726368165
0.412	0.05530945273631841
0.413	0.0555273631840796
0.414	0.055739800995024874
0.415	0.05593681592039801
0.416	0.056119900497512434
0.417	0.05626567164179105
0.418	0.05641293532338309
0.419	0.056567661691542294
0.42	0.05671890547263681
0.421	0.0568681592039801
0.422	0.057012437810945275
0.423	0.05715273631840796
0.424	0.057286567164179104
0.425	0.05741293532338308
0.426	0.057530845771144284
0.427	0.05764029850746268
0.428	0.05773681592039801
0.429	0.057809950248756216
0.43	0.05789054726368159
0.431	0.05798059701492537
0.432	0.0580681592039801
0.433	0.0581547263681592
0.434	0.05823830845771144
0.435	0.05831940298507463
0.436	0.05839601990049752
0.437	0.05846218905472637
0.438	0.058519402985074624
0.439	0.05856417910447761
0.44	0.05859502487562189
0.441	0.058611442786069654
0.442	0.058601990049751244
0.443	0.05860497512437811
0.444	0.05861691542288557
0.445	0.058625870646766165
0.446	0.05863233830845771
0.447	0.0586363184079602
0.448	0.0586363184079602
0.449	0.05863383084577114
0.45	0.05862736318407961
0.451	0.05861791044776119
0.452	0.0586044776119403
0.453	0.0585860696517413
0.454	0.058561194029850744
0.455	0.05853084577114428
0.456	0.05849353233830845
0.457	0.05844378109452736
0.458	0.05838706467661691
0.459	0.05832686567164179
0.46	0.05826218905472636
0.461	0.05819253731343284
0.462	0.05811791044776119
0.463	0.05803830845771144
0.464	0.057953731343283583
0.465	0.05786119402985075
0.466	0.05776169154228855
0.467	0.05765621890547264
0.468	0.05754328358208955
0.469	0.0574228855721393
0.47	0.05729203980099503
0.471	0.05714626865671642
0.472	0.056972636815920394
0.473	0.056823383084577114
0.474	0.056684577114427856
0.475	0.05654378109452736
0.476	0.056400995024875625
0.477	0.05625572139303482
0.478	0.05610696517412935
0.479	0.055956218905472636
0.48	0.055803482587064676
0.481	0.05564726368159204
0.482	0.05548756218905473
0.483	0.05532487562189055
0.484	0.05515721393034826
0.485	0.054983582089552244
0.486	0.054803980099502485
0.487	0.054612437810945276
0.488	0.05439353233830846
0.489	0.05420099502487562
0.49	0.05402139303482587
0.491	0.053840796019900494
0.492	0.05365771144278607
0.493	0.053473134328358214
0.494	0.05328706467661691
0.495	0.05309950248756219
0.496	0.05290995024875622
0.497	0.05271791044776119
0.498	0.052523383084577116
0.499	0.05232537313432836
0.5	0.05212388059701493
0.501	0.05191840796019901
0.502	0.051708457711442786
0.503	0.051491542288557214
0.504	0.05126666666666667
0.505	0.05102039800995025
0.506	0.050782587064676615
0.507	0.05057412935323383
0.508	0.050365671641791045
0.509	0.050156716417910446
0.51	0.049947263681592045
0.511	0.04973726368159204
0.512	0.04952691542288557
0.513	0.04931626865671642
0.514	0.04910557213930348
0.515	0.04889502487562189
0.516	0.04868407960199005
0.517	0.04847179104477612
0.518	0.048257711442786067
0.519	0.04804164179104478
0.52	0.04782268656716418
0.521	0.047601442786069655
0.522	0.04737805970149254
0.523	0.04714791044776119
0.524	0.04689761194029851
0.525	0.046670149253731336
0.526	0.04646308457711442
0.527	0.04625666666666666
0.528	0.04605154228855722
0.529	0.04584751243781095
0.53	0.04564442786069652
0.531	0.04544228855721393
0.532	0.045240696517412936
0.533	0.045039651741293533
0.534	0.044838805970149255
0.535	0.0446381592039801
0.536	0.04443761194029851
0.537	0.044237064676616915
0.538	0.044035870646766166
0.539	0.04383318407960199
0.54	0.04363129353233831
0.541	0.04343024875621891
0.542	0.04322800995024875
0.543	0.04302323383084577
0.544	0.0428092039800995
0.545	0.04258980099502487
0.546	0.042403930348258706
0.547	0.04222278606965174
0.548	0.04204288557213931
0.549	0.041864925373134326
0.55	0.041687761194029845
0.551	0.041511343283582094
0.552	0.04133567164179104
0.553	0.04116074626865672
0.554	0.04098641791044776
0.555	0.04081268656716418
0.556	0.04063945273631841
0.557	0.04046646766169155
0.558	0.040293283582089556
0.559	0.04011885572139304
0.56	0.03994597014925373
0.561	0.03977547263681592
0.562	0.03960547263681592
0.563	0.039435771144278604
0.564	0.03926597014925373
0.565	0.039096268656716414
0.566	0.038925223880597014
0.567	0.038745572139303484
0.568	0.03858492537313433
0.569	0.03843860696517413
0.57	0.0382928855721393
0.571	0.03814766169154229
0.572	0.03800323383084577
0.573	0.03785985074626866
0.574	0.03771751243781095
0.575	0.037575870646766166
0.576	0.037434776119402983
0.577	0.03729383084577114
0.578	0.03715313432835821
0.579	0.03701233830845771
0.58	0.036871144278606965
0.581	0.036728358208955224
0.582	0.03658766169154229
0.583	0.03645004975124378
0.584	0.036313333333333336
0.585	0.03617716417910448
0.586	0.03604223880597015
0.587	0.03590945273631841
0.588	0.03577825870646766
0.589	0.035648009950248756
0.59	0.03551796019900497
0.591	0.03538671641791045
0.592	0.03525273631840796
0.593	0.03513666666666667
0.594	0.03502547263681592
0.595	0.03491427860696517
0.596	0.03480328358208955
0.597	0.03469238805970149
0.598	0.03458169154228856
0.599	0.034471044776119404
0.6	0.03436039800995025
0.601	0.03424945273631841
0.602	0.034138059701492536
0.603	0.03402582089552239
0.604	0.033912388059701495
0.605	0.03379582089552239
0.606	0.03368074626865671
0.607	0.03356880597014925
0.608	0.0334573631840796
0.609	0.033346517412935324
0.61	0.03323671641791045
0.611	0.033128009950248755
0.612	0.03302009950248756
0.613	0.03291308457711443
0.614	0.03280691542288557
0.615	0.03270159203980099
0.616	0.03259706467661692
0.617	0.032493283582089555
0.618	0.032389850746268656
0.619	0.03228497512437811
0.62	0.03218706467661692
0.621	0.03209616915422885
0.622	0.03200507462686567
0.623	0.03191373134328358
0.624	0.03182199004975124
0.625	0.03172975124378109
0.626	0.03163701492537314
0.627	0.03154353233830846
0.628	0.031449303482587065
0.629	0.03135402985074627
0.63	0.031257114427860694
0.631	0.031156268656716418
0.632	0.031053482587064675
0.633	0.03095537313432836
0.634	0.030859850746268656
0.635	0.030765572139303483
0.636	0.030672437810945273
0.637	0.030579800995024876
0.638	0.030487611940298507
0.639	0.030395970149253732
0.64	0.030304875621890548
0.641	0.030214328358208954
0.642	0.030124328358208954
0.643	0.03003487562189055
0.644	0.029946218905472638
0.645	0.029858358208955223
0.646	0.029771194029850744
0.647	0.029684825870646765
0.648	0.029599253731343284
0.649	0.02951442786069652
0.65	0.029430995024875624
0.651	0.029352338308457713
0.652	0.02927412935323383
0.653	0.02919547263681592
0.654	0.029116218905472637
0.655	0.029036318407960195
0.656	0.0289555223880597
0.657	0.028873532338308458
0.658	0.02879029850746269
0.659	0.0287055223880597
0.66	0.028617960199004974
0.661	0.028524875621890548
0.662	0.028435223880597018
0.663	0.02835164179104478
0.664	0.02826905472636816
0.665	0.02818691542288557
0.666	0.028105124378109456
0.667	0.028023482587064677
0.668	0.02794194029850746
0.669	0.027860696517412933
0.67	0.027779751243781094
0.671	0.02769905472636816
0.672	0.027618557213930348
0.673	0.027538208955223884
0.674	0.027457960199004976
0.675	0.027377860696517414
0.676	0.027297810945273632
0.677	0.027217810945273632
0.678	0.027137860696517416
0.679	0.02705820895522388
0.68	0.02697905472636816
0.681	0.026900398009950248
0.682	0.026822437810945274
0.683	0.026744975124378113
0.684	0.02666781094527363
0.685	0.026591293532338307
0.686	0.026514577114427864
0.687	0.026437412935323385
0.688	0.026360298507462687
0.689	0.026282885572139304
0.69	0.026204676616915425
0.691	0.02612517412935323
0.692	0.026043482587064678
0.693	0.025957810945273635
0.694	0.025871492537313433
0.695	0.025792039800995023
0.696	0.02571666666666667
0.697	0.025641592039800994
0.698	0.02556681592039801
0.699	0.02549228855721393
0.7	0.025417960199004972
0.701	0.025343781094527364
0.702	0.025269850746268658
0.703	0.025196019900497513
0.704	0.025122388059701493
0.705	0.025048855721393034
0.706	0.024975522388059702
0.707	0.02490228855721393
0.708	0.024829104477611937
0.709	0.024756069651741295
0.71	0.02468318407960199
0.711	0.02461059701492537
0.712	0.024538109452736316
0.713	0.024465870646766166
0.714	0.024393880597014927
0.715	0.02432218905472637
0.716	0.024250646766169157
0.717	0.024179303482587063
0.718	0.024108109452736316
0.719	0.02403726368159204
0.72	0.023967064676616915
0.721	0.023897810945273632
0.722	0.02382781094527363
0.723	0.023757412935323383
0.724	0.023686616915422884
0.725	0.023615174129353232
0.726	0.02354233830845771
0.727	0.02346741293532338
0.728	0.023389800995024874
0.729	0.023314378109452735
0.73	0.02324218905472637
0.731	0.023173980099502486
0.732	0.023112537313432838
0.733	0.02305233830845771
0.734	0.02299218905472637
0.735	0.022932089552238806
0.736	0.022872039800995024
0.737	0.022812039800995023
0.738	0.022752089552238806
0.739	0.022692139303482586
0.74	0.022632139303482585
0.741	0.022572089552238807
0.742	0.022512139303482587
0.743	0.022452338308457713
0.744	0.022392686567164182
0.745	0.02233318407960199
0.746	0.022273781094527365
0.747	0.022214427860696516
0.748	0.02215512437810945
0.749	0.022095820895522388
0.75	0.022036467661691542
0.751	0.021977064676616916
0.752	0.021917562189054725
0.753	0.021857960199004975
0.754	0.021798159203980098
0.755	0.021738557213930348
0.756	0.021679203980099503
0.757	0.02162004975124378
0.758	0.02156094527363184
0.759	0.021501741293532342
0.76	0.021442388059701493
0.761	0.02138273631840796
0.762	0.021322338308457714
0.763	0.021261094527363186
0.764	0.021200746268656718
0.765	0.02114099502487562
0.766	0.021081592039800996
0.767	0.021023980099502487
0.768	0.020967462686567163
0.769	0.02091049751243781
0.77	0.02085502487562189
0.771	0.020803930348258705
0.772	0.020754527363184082
0.773	0.02070507462686567
0.774	0.020655671641791044
0.775	0.0206063184079602
0.776	0.020557014925373134
0.777	0.02050766169154229
0.778	0.020458308457711443
0.779	0.020408955223880598
0.78	0.020359701492537314
0.781	0.020310646766169154
0.782	0.02026169154228856
0.783	0.020212736318407958
0.784	0.020163830845771145
0.785	0.02011487562189055
0.786	0.02006592039800995
0.787	0.020016865671641793
0.788	0.01996776119402985
0.789	0.019918507462686565
0.79	0.019869054726368157
0.791	0.019819253731343283
0.792	0.019769353233830847
0.793	0.01971960199004975
0.794	0.01967004975124378
0.795	0.019620646766169154
0.796	0.019571542288557214
0.797	0.019522686567164178
0.798	0.019473781094527364
0.799	0.019424776119402985
0.8	0.019375771144278606
0.801	0.019326766169154228
0.802	0.019277761194029852
0.803	0.019228557213930346
0.804	0.019178955223880596
0.805	0.019128507462686566
0.806	0.019076119402985075
0.807	0.019024925373134327
0.808	0.01897626865671642
0.809	0.018928905472636814
0.81	0.0188818407960199
0.811	0.018835174129353233
0.812	0.018788955223880598
0.813	0.018743333333333334
0.814	0.018697462686567162
0.815	0.01865194029850746
0.816	0.018607064676616915
0.817	0.018563333333333334
0.818	0.018521542288557215
0.819	0.018480199004975124
0.82	0.018438905472636817
0.821	0.018397810945273634
0.822	0.01835686567164179
0.823	0.018315970149253732
0.824	0.018275074626865673
0.825	0.018234179104477614
0.826	0.01819323383084577
0.827	0.01815228855721393
0.828	0.01811129353233831
0.829	0.01807029850746269
0.83	0.018029253731343283
0.831	0.0179881592039801
0.832	0.017947014925373133
0.833	0.017905771144278607
0.834	0.017864378109452735
0.835	0.017822686567164178
0.836	0.01778039800995025
0.837	0.017738059701492538
0.838	0.01769606965174129
0.839	0.017654726368159204
0.84	0.01761358208955224
0.841	0.017572537313432838
0.842	0.017531592039800994
0.843	0.017490796019900497
0.844	0.017450199004975124
0.845	0.017409701492537313
0.846	0.017369253731343286
0.847	0.017328805970149252
0.848	0.017288407960199006
0.849	0.017247960199004975
0.85	0.017207412935323383
0.851	0.017166517412935324
0.852	0.017124626865671642
0.853	0.017082089552238805
0.854	0.017040597014925375
0.855	0.017000199004975125
0.856	0.016961194029850746
0.857	0.016924626865671644
0.858	0.01688950248756219
0.859	0.0168544776119403
0.86	0.01681950248756219
0.861	0.016784676616915423
0.862	0.01674990049751244
0.863	0.016715273631840798
0.864	0.01668099502487562
0.865	0.016647213930348258
0.866	0.016613930348258706
0.867	0.016581194029850747
0.868	0.016548905472636814
0.869	0.016517064676616913
0.87	0.016485223880597016
0.871	0.01645318407960199
0.872	0.016420597014925372
0.873	0.016387860696517414
0.874	0.01635502487562189
0.875	0.016322039800995027
0.876	0.0162889552238806
0.877	0.016255721393034824
0.878	0.016222437810945272
0.879	0.016188955223880596
0.88	0.016155323383084577
0.881	0.01612144278606965
0.882	0.01608731343283582
0.883	0.01605273631840796
0.884	0.01601731343283582
0.885	0.015981144278606963
0.886	0.015945273631840798
0.887	0.015909850746268658
0.888	0.015874925373134327
0.889	0.015840696517412937
0.89	0.015807363184079604
0.891	0.015774427860696518
0.892	0.015741592039800995
0.893	0.015708905472636817
0.894	0.01567641791044776
0.895	0.01564412935323383
0.896	0.015612039800995025
0.897	0.015580149253731343
0.898	0.015548457711442785
0.899	0.015516915422885573
0.9	0.015485572139303483
0.901	0.015454328358208955
0.902	0.015423283582089553
0.903	0.015392338308457711
0.904	0.015361542288557215
0.905	0.01533089552238806
0.906	0.015300398009950249
0.907	0.015270049751243782
0.908	0.015239751243781095
0.909	0.01520960199004975
0.91	0.015180447761194031
0.911	0.015152935323383084
0.912	0.015125621890547263
0.913	0.0150981592039801
0.914	0.015070796019900499
0.915	0.015043582089552237
0.916	0.015016517412935323
0.917	0.014989601990049752
0.918	0.014962935323383086
0.919	0.014936417910447761
0.92	0.014909850746268657
0.921	0.014883383084577116
0.922	0.014857014925373136
0.923	0.014830646766169155
0.924	0.014804278606965173
0.925	0.014778009950248756
0.926	0.014751940298507462
0.927	0.014726119402985075
0.928	0.014700348258706468
0.929	0.014674427860696518
0.93	0.014648457711442785
0.931	0.014622139303482587
0.932	0.014595621890547264
0.933	0.014569004975124379
0.934	0.014542388059701494
0.935	0.014515771144278608
0.936	0.014489004975124379
0.937	0.014462039800995025
0.938	0.014434825870646767
0.939	0.014407363184079602
0.94	0.014379751243781096
0.941	0.014351940298507462
0.942	0.0143236815920398
0.943	0.014294626865671642
0.944	0.014266019900497513
0.945	0.014238358208955224
0.946	0.014212089552238806
0.947	0.01418592039800995
0.948	0.014159900497512439
0.949	0.014133930348258708
0.95	0.014108059701492537
0.951	0.014082189054726368
0.952	0.014056467661691541
0.953	0.014030796019900498
0.954	0.014005223880597014
0.955	0.013979751243781095
0.956	0.013954378109452737
0.957	0.013929004975124377
0.958	0.013903631840796021
0.959	0.013878258706467661
0.96	0.013852985074626865
0.961	0.013827810945273631
0.962	0.013802786069651742
0.963	0.013777860696517414
0.964	0.013753084577114428
0.965	0.013728457711442786
0.966	0.013704029850746268
0.967	0.013679701492537314
0.968	0.01365547263681592
0.969	0.013631343283582089
0.97	0.01360726368159204
0.971	0.013583233830845773
0.972	0.01355910447761194
0.973	0.013534626865671643
0.974	0.013510597014925373
0.975	0.013487164179104479
0.976	0.013464726368159204
0.977	0.01344273631840796
0.978	0.013420845771144278
0.979	0.013399004975124378
0.98	0.013377164179104478
0.981	0.01335547263681592
0.982	0.013333781094527363
0.983	0.013312238805970149
0.984	0.013290746268656716
0.985	0.013269303482587064
0.986	0.013248009950248756
0.987	0.013226815920398009
0.988	0.013205671641791044
0.989	0.013184626865671643
0.99	0.01316363184079602
0.991	0.013142686567164179
0.992	0.01312179104477612
0.993	0.013100995024875623
0.994	0.013080248756218906
0.995	0.013059601990049751
0.996	0.013039004975124377
0.997	0.013018507462686566
0.998	0.012998059701492537
0.999	0.012977462686567165
1.0	0.012956567164179105
