t[Ts]	C_l(t)	C_h(t)	N_l(t)	N_h(t)	E_l(t)	E_h(t)	A_LL(t)	A_HL(t)	A_HH(t)	A_L(t)	A_H(t)	A(t)
22499966.186999418	111.807	22.915	1.48201	0.803988	0	0	0	0	0	0	0	0
22599946.588719077	111.887	22.8349	1.49045	0.805713	0	0	0	0	0	0	0	0
22700059.590441026	111.966	22.7554	1.49889	0.807432	0	0	0	0	0	0	0	0
22800039.99216069	112.045	22.6764	1.50733	0.809145	0	0	0	0	0	0	0	0
22900020.39388035	112.124	22.598	1.51579	0.810852	0	0	0	0	0	0	0	0
23000000.795600016	112.201	22.5202	1.52425	0.812553	0	0	0	0	0	0	0	0
23099981.19731968	112.279	22.4429	1.53271	0.814249	0	0	0	0	0	0	0	0
23199961.59903934	112.355	22.3661	1.54118	0.815938	0	0	0	0	0	0	0	0
23299942.000759	112.432	22.2899	1.54966	0.817622	0	0	0	0	0	0	0	0
23400055.002480946	112.507	22.2142	1.55814	0.8193	0	0	0	0	0	0	0	0
23500035.404200606	112.583	22.139	1.56663	0.820973	0	0	0	0	0	0	0	0
23600015.80592027	112.657	22.0643	1.57512	0.82264	0	0	0	0	0	0	0	0
23699996.207639936	112.731	21.9902	1.58362	0.824301	0	0	0	0	0	0	0	0
23799976.609359596	112.805	21.9165	1.59212	0.825956	0	0	0	0	0	0	0	0
23899957.011079263	112.878	21.8434	1.60063	0.827606	0	0	0	0	0	0	0	0
23999937.412798926	112.951	21.7707	1.60915	0.829251	0	0	0	0	0	0	0	0
24100050.414520867	113.023	21.6986	1.61767	0.83089	0	0	0	0	0	0	0	0
24200030.816240527	113.095	21.6269	1.6262	0.832524	0	0	0	0	0	0	0	0
24300011.217960194	113.166	21.5557	1.63473	0.834152	0	0	0	0	0	0	0	0
24399991.619679853	113.237	21.485	1.64326	0.835775	0	0	0	0	0	0	0	0
24499972.02139952	113.307	21.4148	1.65181	0.837393	0	0	0	0	0	0	0	0
24599952.42311918	113.377	21.345	1.66035	0.839005	0	0	0	0	0	0	0	0
24700065.42484113	113.446	21.2757	1.66891	0.840612	0	0	0	0	0	0	0	0
24800045.826560788	113.515	21.2068	1.67747	0.842214	0	0	0	0	0	0	0	0
24900026.22828045	113.583	21.1384	1.68603	0.843811	0	0	0	0	0	0	0	0
25000006.630000114	113.651	21.0705	1.6946	0.845402	0	0	0	0	0	0	0	0
25099987.031719778	113.719	21.003	1.70317	0.846989	0	0	0	0	0	0	0	0
25199967.43343944	113.786	20.9359	1.71175	0.84857	0	0	0	0	0	0	0	0
25299947.835159104	113.852	20.8693	1.72033	0.850147	0	0	0	0	0	0	0	0
25400060.836881045	113.918	20.8031	1.72892	0.851718	0	0	0	0	0	0	0	0
25500041.23860071	113.984	20.7373	1.73751	0.853284	0	0	0	0	0	0	0	0
25600021.640320376	114.05	20.6719	1.74611	0.854846	0	0	0	0	0	0	0	0
25700002.04204003	114.115	20.607	1.75472	0.856402	0	0	0	0	0	0	0	0
25799982.443759695	114.179	20.5425	1.76333	0.857954	0	0	0	0	0	0	0	0
25899962.845479358	114.243	20.4784	1.77194	0.859501	0	0	0	0	0	0	0	0
25999943.247199025	114.307	20.4147	1.78056	0.861043	0	0	0	0	0	0	0	0
26100056.248920966	114.37	20.3514	1.78918	0.86258	0	0	0	0	0	0	0	0
26200036.650640633	114.433	20.2885	1.79781	0.864112	0	0	0	0	0	0	0	0
26300017.052360293	114.496	20.226	1.80644	0.86564	0	0	0	0	0	0	0	0
26399997.454079956	114.558	20.1638	1.81508	0.867163	0	0	0	0	0	0	0	0
26499977.855799623	114.619	20.1021	1.82372	0.868681	0	0	0	0	0	0	0	0
26599958.25751928	114.681	20.0408	1.83236	0.870195	0	0	0	0	0	0	0	0
26699938.65923895	114.742	19.9798	1.84102	0.871704	0	0	0	0	0	0	0	0
26800051.66096089	114.802	19.9192	1.84967	0.873209	0	0	0	0	0	0	0	0
26900032.062680546	114.863	19.859	1.85833	0.874708	0	0	0	0	0	0	0	0
27000012.464400213	114.922	19.7992	1.867	0.876204	0	0	0	0	0	0	0	0
27099992.86611988	114.982	19.7397	1.87566	0.877695	0	0	0	0	0	0	0	0
27199973.26783954	115.041	19.6806	1.88434	0.879181	0	0	0	0	0	0	0	0
27299953.669559207	115.1	19.6219	1.89302	0.880663	0	0	0	0	0	0	0	0
27400066.671281148	115.158	19.5635	1.9017	0.882141	0	0	0	0	0	0	0	0
27500047.07300081	115.216	19.5054	1.91039	0.883614	0	0	0	0	0	0	0	0
27600027.474720474	115.274	19.4477	1.91908	0.885083	0	0	0	0	0	0	0	0
