t[Ts]	C_l(t)	C_h(t)	N_l(t)	N_h(t)	E_l(t)	E_h(t)	A_LL(t)	A_HL(t)	A_HH(t)	A_L(t)	A_H(t)	A(t)
2.649997785579962e-09	114.619	20.1021	1.82372	0.868681	0	0	0	0	0	0	0	0
2.659995825751928e-09	114.681	20.0408	1.83236	0.870195	0	0	0	0	0	0	0	0
2.6699938659238945e-09	114.742	19.9798	1.84102	0.871704	0	0	0	0	0	0	0	0
2.6800051660960888e-09	114.802	19.9192	1.84967	0.873209	0	0	0	0	0	0	0	0
2.6900032062680548e-09	114.863	19.859	1.85833	0.874708	0	0	0	0	0	0	0	0
2.7000012464400216e-09	114.922	19.7992	1.867	0.876204	0	0	0	0	0	0	0	0
2.709999286611988e-09	114.982	19.7397	1.87566	0.877695	0	0	0	0	0	0	0	0
2.719997326783954e-09	115.041	19.6806	1.88434	0.879181	0	0	0	0	0	0	0	0
2.7299953669559205e-09	115.1	19.6219	1.89302	0.880663	0	0	0	0	0	0	0	0
2.7400066671281147e-09	115.158	19.5635	1.9017	0.882141	0	0	0	0	0	0	0	0
2.750004707300081e-09	115.216	19.5054	1.91039	0.883614	0	0	0	0	0	0	0	0
2.760002747472047e-09	115.274	19.4477	1.91908	0.885083	0	0	0	0	0	0	0	0
2.7700007876440136e-09	115.331	19.3904	1.92777	0.886547	0	0	0	0	0	0	0	0
2.7799988278159796e-09	115.388	19.3334	1.93647	0.888007	0	0	0	0	0	0	0	0
2.789996867987946e-09	115.445	19.2768	1.94518	0.889463	0	0	0	0	0	0	0	0
2.7999949081599124e-09	115.501	19.2204	1.95388	0.890915	0	0	0	0	0	0	0	0
2.810006208332107e-09	115.557	19.1645	1.9626	0.892362	0	0	0	0	0	0	0	0
2.820004248504073e-09	115.613	19.1088	1.97131	0.893806	0	0	0	0	0	0	0	0
2.8300022886760395e-09	115.668	19.0535	1.98003	0.895245	0	0	0	0	0	0	0	0
2.8400003288480056e-09	115.723	18.9985	1.98876	0.896679	0	0	0	0	0	0	0	0
2.849998369019972e-09	115.778	18.9438	1.99749	0.89811	0	0	0	0	0	0	0	0
2.8599964091919384e-09	115.832	18.8895	2.00622	0.899537	0	0	0	0	0	0	0	0
2.8699944493639044e-09	115.886	18.8354	2.01496	0.900959	0	0	0	0	0	0	0	0
2.8800057495360987e-09	115.94	18.7817	2.0237	0.902378	0	0	0	0	0	0	0	0
2.890003789708065e-09	115.993	18.7283	2.03245	0.903792	0	0	0	0	0	0	0	0
