Mass	Radius	phi	RhoND	Temp	Rho	Pres	Lumi	H1	He4	He3	C12	C13	N14	N15	O16	O17	O18	Ne	Na	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni
0.0	0.0	5.002522416897009	105.71744306221	15440000.0	148.9	2.299e+17	0.0	0.3623	0.6217600000000001	9.201e-06	8.386e-06	1.907e-06	0.004062	8.275000000000001e-08	0.006399	0.0003716	1.64e-05	0.001483	3.657e-05	0.0007035	6.203e-05	0.0007763	7.121e-06	0.0003869	5.143e-06	7.789e-05	4.015e-06	6.675e-05	4.309e-08	3.323e-06	3.969e-07	1.939e-05	1.417e-05	0.001344	3.732e-06	7.946e-05
1e-07	0.0005	5.0024224168970095	105.71744306221	15440000.0	148.9	2.299e+17	0.0	0.3623	0.6217600000000001	9.201e-06	8.386e-06	1.907e-06	0.004062	8.275000000000001e-08	0.006399	0.0003716	1.64e-05	0.001483	3.657e-05	0.0007035	6.203e-05	0.0007763	7.121e-06	0.0003869	5.143e-06	7.789e-05	4.015e-06	6.675e-05	4.309e-08	3.323e-06	3.969e-07	1.939e-05	1.417e-05	0.001344	3.732e-06	7.946e-05
2e-07	0.001	5.002272416897012	105.71744306221	15440000.0	148.9	2.299e+17	0.0	0.36232	0.62174	9.202e-06	8.384e-06	1.906e-06	0.004061	8.273e-08	0.006398	0.0003714	1.639e-05	0.001483	3.654e-05	0.0007030000000000001	6.199e-05	0.0007757999999999999	7.116e-06	0.0003866	5.1389999999999986e-06	7.783e-05	4.013e-06	6.671e-05	4.306e-08	3.321e-06	3.966e-07	1.937e-05	1.416e-05	0.001344	3.729e-06	7.941e-05
4e-07	0.0015	5.002177972452567	105.71744306221	15440000.0	148.9	2.299e+17	0.0	0.36235	0.62171	9.205e-06	8.386e-06	1.906e-06	0.004062	8.275000000000001e-08	0.006399	0.0003713	1.64e-05	0.001483	3.656e-05	0.0007032999999999999	6.202e-05	0.0007762	7.12e-06	0.0003868	5.142e-06	7.787e-05	4.014e-06	6.674e-05	4.308e-08	3.323e-06	3.968e-07	1.938e-05	1.417e-05	0.001344	3.731e-06	7.944e-05
8e-07	0.002	5.0020835280081215	105.71744306221	15440000.0	148.9	2.299e+17	1e-05	0.36239	0.62166	9.209e-06	8.388e-06	1.907e-06	0.004063000000000001	8.277999999999999e-08	0.006402	0.0003712	1.641e-05	0.001484	3.659e-05	0.0007038999999999999	6.207e-05	0.0007768	7.125e-06	0.0003871	5.146e-06	7.793e-05	4.018e-06	6.679e-05	4.311e-08	3.325e-06	3.971e-07	1.9399999999999997e-05	1.418e-05	0.0013449999999999998	3.734e-06	7.951e-05
1.7e-06	0.0025	5.001965528008122	105.64644410783646	15440000.0	148.8	2.299e+17	1e-05	0.36245	0.6216	9.214e-06	8.389e-06	1.907e-06	0.004064	8.279999999999999e-08	0.006404000000000001	0.0003709	1.641e-05	0.001484	3.66e-05	0.0007042000000000001	6.209e-05	0.0007771	7.1279999999999985e-06	0.0003873	5.148e-06	7.796e-05	4.019e-06	6.682e-05	4.313e-08	3.327e-06	3.972e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.735e-06	7.954e-05
2.9e-06	0.003	5.001816972452566	105.64644410783646	15440000.0	148.8	2.298e+17	2e-05	0.36252	0.62152	9.221e-06	8.389e-06	1.907e-06	0.004065	8.281000000000001e-08	0.006406	0.0003705	1.641e-05	0.001485	3.661e-05	0.0007042999999999999	6.21e-05	0.0007772	7.129e-06	0.0003873	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
4.5e-06	0.0035	5.001644580162316	105.64644410783646	15440000.0	148.8	2.298e+17	4e-05	0.36261	0.62143	9.228e-06	8.389e-06	1.907e-06	0.004065	8.282e-08	0.006407	0.0003701	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.328e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
6.8e-06	0.004	5.001446493427623	105.5754451534629	15430000.0	148.7	2.297e+17	6e-05	0.36272	0.62132	9.237e-06	8.388e-06	1.907e-06	0.004065	8.282e-08	0.006408	0.0003695	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.799e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
9.6e-06	0.0045	5.0012217249091035	105.5754451534629	15430000.0	148.7	2.296e+17	8e-05	0.36284	0.6212	9.248e-06	8.387000000000001e-06	1.907e-06	0.004065	8.283e-08	0.006409000000000001	0.0003689	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.799e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.737e-06	7.956e-05
1.32e-05	0.005	5.000971206390586	105.50444619908934	15430000.0	148.6	2.296e+17	0.00011	0.36298	0.6210600000000001	9.259e-06	8.385e-06	1.906e-06	0.004065	8.283e-08	0.006409999999999999	0.0003681	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.15e-06	7.799e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.737e-06	7.956e-05
1.76e-05	0.0055	5.000693751845132	105.50444619908934	15430000.0	148.6	2.295e+17	0.00015	0.36313	0.6209100000000001	9.272e-06	8.384e-06	1.906e-06	0.004065	8.283e-08	0.006411	0.0003673	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.15e-06	7.799e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.737e-06	7.956e-05
2.28e-05	0.006	5.000389963966344	105.43344724471581	15430000.0	148.5	2.294e+17	0.00019	0.3633	0.62074	9.286e-06	8.382e-06	1.906e-06	0.004065	8.283e-08	0.006411	0.0003665	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.15e-06	7.799e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.737e-06	7.956e-05
2.9e-05	0.0065	5.000060032999875	105.43344724471581	15430000.0	148.5	2.293e+17	0.00024	0.36348	0.62056	9.301e-06	8.379e-06	1.905e-06	0.004065	8.283999999999999e-08	0.006412	0.0003655	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.15e-06	7.799e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.737e-06	7.956e-05
3.620000000000001e-05	0.006999999999999999	4.9997037414891885	105.36244829034226	15420000.0	148.4	2.292e+17	0.0003	0.36368	0.62036	9.318e-06	8.377000000000001e-06	1.904e-06	0.004065	8.283999999999999e-08	0.006412999999999999	0.0003645	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.799e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.737e-06	7.956e-05
4.45e-05	0.0075	4.9993212698338585	105.29144933596872	15420000.0	148.3	2.291e+17	0.00037	0.36388	0.62015	9.336e-06	8.374e-06	1.904e-06	0.004065	8.283999999999999e-08	0.006414	0.0003634	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.799e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.737e-06	7.956e-05
5.400000000000001e-05	0.008	4.998912554556082	105.22045038159516	15420000.0	148.2	2.29e+17	0.00045	0.36411	0.61993	9.355e-06	8.372e-06	1.903e-06	0.004065	8.283999999999999e-08	0.006416	0.0003622	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.799e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
6.47e-05	0.0085	4.998477741623557	105.14945142722162	15420000.0	148.1	2.289e+17	0.00054	0.36435	0.61969	9.375e-06	8.368999999999999e-06	1.903e-06	0.004065	8.283999999999999e-08	0.006417	0.0003609	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
7.68e-05	0.009000000000000001	4.998016829153992	105.07845247284807	15410000.0	148.0	2.287e+17	0.00065	0.3646	0.61944	9.396e-06	8.365e-06	1.902e-06	0.004065	8.283999999999999e-08	0.006418000000000001	0.0003596	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.684e-05	4.314e-08	3.328e-06	3.974e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
9.03e-05	0.0095	4.9975296536127995	105.00745351847453	15410000.0	147.9	2.286e+17	0.0007599999999999999	0.36487	0.61917	9.419e-06	8.362e-06	1.901e-06	0.004065	8.285e-08	0.006418999999999999	0.0003582	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.328e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
0.0001052	0.01	4.997016515108644	104.936454564101	15410000.0	147.8	2.285e+17	0.0008900000000000002	0.36515	0.6188899999999999	9.443e-06	8.358999999999999e-06	1.9e-06	0.004065	8.285e-08	0.006421	0.0003568	1.642e-05	0.001485	3.661e-05	0.0007044	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.328e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
0.0001218	0.0105	4.996477324632455	104.86545560972743	15400000.0	147.7	2.283e+17	0.00102	0.36545	0.61859	9.468e-06	8.355e-06	1.899e-06	0.004065	8.285e-08	0.006422	0.0003552	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.328e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
0.00014	0.011000000000000001	4.9959118779579175	104.79445665535388	15400000.0	147.6	2.281e+17	0.00118	0.36576	0.61829	9.495e-06	8.351e-06	1.899e-06	0.004065	8.285e-08	0.006423999999999999	0.00035360000000000003	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.328e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
0.0001598	0.0115	4.995320542364485	104.72345770098035	15400000.0	147.5	2.28e+17	0.00134	0.36608	0.6179600000000001	9.523e-06	8.347e-06	1.898e-06	0.004065	8.286e-08	0.006425	0.000352	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.328e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.956e-05
0.0001815	0.012	4.994703358802734	104.58145979223326	15390000.0	147.3	2.278e+17	0.00152	0.36642	0.61762	9.552e-06	8.343e-06	1.897e-06	0.004065	8.286e-08	0.006427	0.0003502	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.00020510000000000005	0.0125	4.994060094636066	104.5104608378597	15390000.0	147.2	2.276e+17	0.00172	0.36677	0.61727	9.582e-06	8.337999999999999e-06	1.896e-06	0.004065	8.286e-08	0.006428	0.0003485	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007773	7.13e-06	0.0003874	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.0002305	0.013000000000000001	4.9933909583047065	104.43946188348616	15380000.0	147.1	2.274e+17	0.00193	0.36714	0.6169100000000001	9.614e-06	8.334e-06	1.895e-06	0.004065	8.286e-08	0.00643	0.0003466	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007772	7.13e-06	0.0003873	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.000258	0.0135	4.992696072508325	104.29746397473907	15380000.0	146.9	2.272e+17	0.00216	0.36752	0.61653	9.646e-06	8.329e-06	1.894e-06	0.004065	8.287000000000001e-08	0.006431999999999999	0.00034470000000000003	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007772	7.13e-06	0.0003873	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.00028760000000000005	0.013999999999999999	4.99197532630861	104.22646502036554	15380000.0	146.8	2.27e+17	0.00241	0.36791	0.6161300000000001	9.681e-06	8.324e-06	1.892e-06	0.004064	8.287000000000001e-08	0.0064340000000000005	0.0003427	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007772	7.129e-06	0.0003873	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.0003193	0.0145	4.991228822510896	104.08446711161842	15370000.0	146.6	2.268e+17	0.00267	0.36832	0.6157199999999999	9.716e-06	8.319e-06	1.891e-06	0.004064	8.287000000000001e-08	0.006436	0.0003407	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.211e-05	0.0007772	7.129e-06	0.0003873	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.0003533	0.015	4.990456599892322	104.01346815724489	15370000.0	146.5	2.266e+17	0.00296	0.36874	0.6153	9.753e-06	8.314e-06	1.89e-06	0.004064	8.287000000000001e-08	0.006437000000000001	0.0003386	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.21e-05	0.0007772	7.129e-06	0.0003873	5.149e-06	7.798e-05	4.02e-06	6.683e-05	4.314e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.0003895	0.0155	4.989658737364861	103.8714702484978	15360000.0	146.3	2.264e+17	0.0032600000000000003	0.36918	0.61487	9.791e-06	8.307999999999999e-06	1.889e-06	0.004064	8.288e-08	0.006439	0.0003364	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.21e-05	0.0007772	7.129e-06	0.0003873	5.149e-06	7.797e-05	4.02e-06	6.683e-05	4.314e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.0004282	0.016	4.988835266330457	103.80047129412424	15360000.0	146.2	2.262e+17	0.00358	0.36962	0.61442	9.831e-06	8.303e-06	1.888e-06	0.004064	8.288e-08	0.006442	0.0003342	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.21e-05	0.0007772	7.129e-06	0.0003873	5.149e-06	7.797e-05	4.02e-06	6.683e-05	4.313e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.0004692	0.0165	4.987986248273467	103.65847338537715	15350000.0	146.0	2.259e+17	0.00392	0.37009	0.6139600000000001	9.871e-06	8.297e-06	1.886e-06	0.004064	8.288e-08	0.006444	0.0003319	1.642e-05	0.001485	3.661e-05	0.0007042999999999999	6.21e-05	0.0007772	7.129e-06	0.0003873	5.149e-06	7.797e-05	4.02e-06	6.682e-05	4.313e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.955e-05
0.0005127999999999999	0.017	4.98711179566306	103.51647547663008	15350000.0	145.8	2.257e+17	0.00428	0.37056	0.61348	9.913e-06	8.291e-06	1.885e-06	0.004064	8.289e-08	0.006446	0.00032960000000000004	1.642e-05	0.001485	3.661e-05	0.0007042000000000001	6.21e-05	0.0007772	7.129e-06	0.0003873	5.148e-06	7.797e-05	4.02e-06	6.682e-05	4.313e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.954e-05
0.000559	0.0175	4.98621187051653	103.37447756788296	15340000.0	145.6	2.254e+17	0.0046700000000000005	0.37105	0.6129899999999999	9.957e-06	8.285e-06	1.884e-06	0.004064	8.289e-08	0.006448000000000001	0.0003273	1.641e-05	0.001485	3.661e-05	0.0007042000000000001	6.21e-05	0.0007772	7.129e-06	0.0003873	5.148e-06	7.797e-05	4.02e-06	6.682e-05	4.313e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.954e-05
0.0006077999999999999	0.018000000000000002	4.985286562504436	103.23247965913589	15340000.0	145.4	2.252e+17	0.00507	0.37156	0.61249	1e-05	8.279e-06	1.882e-06	0.004064	8.29e-08	0.00645	0.00032480000000000003	1.641e-05	0.001485	3.661e-05	0.0007042000000000001	6.21e-05	0.0007771	7.129e-06	0.0003873	5.148e-06	7.797e-05	4.019e-06	6.682e-05	4.313e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.954e-05
0.0006594	0.0185	4.9843359155737215	103.09048175038878	15330000.0	145.2	2.249e+17	0.0055	0.37207	0.61197	1.005e-05	8.272e-06	1.881e-06	0.004063000000000001	8.29e-08	0.006451999999999999	0.0003224	1.641e-05	0.001485	3.661e-05	0.0007042000000000001	6.21e-05	0.0007771	7.129e-06	0.0003873	5.148e-06	7.797e-05	4.019e-06	6.682e-05	4.313e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.954e-05
0.0007138	0.019	4.983359928794847	102.9484838416417	15320000.0	145.0	2.246e+17	0.00594	0.3726	0.61144	1.01e-05	8.266e-06	1.879e-06	0.004063000000000001	8.29e-08	0.006455	0.0003199	1.641e-05	0.001485	3.66e-05	0.0007042000000000001	6.21e-05	0.0007771	7.1279999999999985e-06	0.0003873	5.148e-06	7.797e-05	4.019e-06	6.682e-05	4.313e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.954e-05
0.0007708999999999999	0.0195	4.9823587698583705	102.80648593289462	15320000.0	144.8	2.244e+17	0.00642	0.37314	0.6109	1.014e-05	8.259e-06	1.878e-06	0.004063000000000001	8.291e-08	0.006456999999999999	0.0003173	1.641e-05	0.001485	3.66e-05	0.0007042000000000001	6.21e-05	0.0007771	7.1279999999999985e-06	0.0003873	5.148e-06	7.797e-05	4.019e-06	6.682e-05	4.313e-08	3.327e-06	3.973e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.736e-06	7.954e-05
0.000831	0.02	4.981332557251533	102.6644880241475	15310000.0	144.6	2.241e+17	0.00691	0.3737	0.61035	1.019e-05	8.252e-06	1.876e-06	0.004063000000000001	8.291e-08	0.006459	0.0003147	1.641e-05	0.001485	3.66e-05	0.0007042000000000001	6.21e-05	0.0007771	7.1279999999999985e-06	0.0003873	5.148e-06	7.796e-05	4.019e-06	6.682e-05	4.313e-08	3.327e-06	3.972e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.735e-06	7.954e-05
0.0008942	0.0205	4.9802812369808604	102.52249011540043	15300000.0	144.4	2.238e+17	0.00743	0.37427	0.60978	1.025e-05	8.245e-06	1.875e-06	0.004063000000000001	8.292e-08	0.006462000000000001	0.000312	1.641e-05	0.001485	3.66e-05	0.0007042000000000001	6.209e-05	0.0007771	7.1279999999999985e-06	0.0003873	5.148e-06	7.796e-05	4.019e-06	6.682e-05	4.313e-08	3.327e-06	3.972e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.735e-06	7.954e-05
0.0009604	0.021	4.979204847265744	102.38049220665332	15300000.0	144.2	2.235e+17	0.00797	0.37485	0.6092	1.0300000000000001e-05	8.238e-06	1.873e-06	0.004063000000000001	8.292e-08	0.006464	0.0003093	1.641e-05	0.001485	3.66e-05	0.0007042000000000001	6.209e-05	0.0007771	7.1279999999999985e-06	0.0003873	5.148e-06	7.796e-05	4.019e-06	6.682e-05	4.313e-08	3.327e-06	3.972e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.735e-06	7.953e-05
0.0010297	0.0215	4.978103507202046	102.23849429790624	15290000.0	144.0	2.232e+17	0.00854	0.37545	0.6086	1.035e-05	8.23e-06	1.871e-06	0.004063000000000001	8.292999999999999e-08	0.0064670000000000005	0.0003066	1.641e-05	0.001484	3.66e-05	0.0007041	6.209e-05	0.0007771	7.1279999999999985e-06	0.0003873	5.148e-06	7.796e-05	4.019e-06	6.681e-05	4.313e-08	3.327e-06	3.972e-07	1.941e-05	1.419e-05	0.0013460000000000002	3.735e-06	7.953e-05
0.0011022	0.022000000000000002	4.9769772934009735	102.09649638915916	15280000.0	143.8	2.229e+17	0.00914	0.37605	0.608	1.041e-05	8.222999999999999e-06	1.869e-06	0.004063000000000001	8.292999999999999e-08	0.006469	0.0003038	1.641e-05	0.001484	3.66e-05	0.0007041	6.209e-05	0.0007769999999999999	7.1279999999999985e-06	0.0003872	5.148e-06	7.796e-05	4.019e-06	6.681e-05	4.313e-08	3.327e-06	3.972e-07	1.941e-05	1.418e-05	0.0013460000000000002	3.735e-06	7.953e-05
0.0011779000000000002	0.0225	4.975826296206809	101.95449848041204	15280000.0	143.6	2.226e+17	0.00976	0.37667	0.60738	1.047e-05	8.215e-06	1.868e-06	0.004062	8.292999999999999e-08	0.006472	0.000301	1.641e-05	0.001484	3.66e-05	0.0007041	6.209e-05	0.0007769999999999999	7.1279999999999985e-06	0.0003872	5.148e-06	7.796e-05	4.019e-06	6.681e-05	4.313e-08	3.326000000000001e-06	3.972e-07	1.941e-05	1.418e-05	0.0013460000000000002	3.735e-06	7.953e-05
0.001257	0.023	4.974650571825843	101.74150161729142	15270000.0	143.3	2.222e+17	0.0104	0.37731	0.60674	1.053e-05	8.207000000000001e-06	1.866e-06	0.004062	8.294e-08	0.006474	0.0002982	1.641e-05	0.001484	3.66e-05	0.0007041	6.209e-05	0.0007769999999999999	7.127000000000001e-06	0.0003872	5.147000000000002e-06	7.796e-05	4.019e-06	6.681e-05	4.3120000000000005e-08	3.326000000000001e-06	3.972e-07	1.9399999999999997e-05	1.418e-05	0.0013460000000000002	3.735e-06	7.953e-05
0.0013394	0.0235	4.9734501887478535	101.59950370854432	15260000.0	143.1	2.219e+17	0.01108	0.37795	0.6061	1.059e-05	8.199e-06	1.864e-06	0.004062	8.294e-08	0.006476999999999999	0.0002953	1.641e-05	0.001484	3.66e-05	0.0007041	6.209e-05	0.0007769999999999999	7.127000000000001e-06	0.0003872	5.147000000000002e-06	7.795e-05	4.019e-06	6.681e-05	4.3120000000000005e-08	3.326000000000001e-06	3.972e-07	1.9399999999999997e-05	1.418e-05	0.0013460000000000002	3.735e-06	7.953e-05
0.0014253	0.024	4.972225231246816	101.3865068454237	15260000.0	142.8	2.216e+17	0.01177	0.37861	0.60544	1.065e-05	8.191e-06	1.862e-06	0.004062	8.295e-08	0.00648	0.0002924	1.641e-05	0.001484	3.66e-05	0.0007041	6.209e-05	0.0007769999999999999	7.127000000000001e-06	0.0003872	5.147000000000002e-06	7.795e-05	4.019e-06	6.681e-05	4.3120000000000005e-08	3.326000000000001e-06	3.972e-07	1.9399999999999997e-05	1.418e-05	0.0013460000000000002	3.735e-06	7.953e-05
0.0015145999999999998	0.0245	4.9709757909636885	101.24450893667658	15250000.0	142.6	2.212e+17	0.0125	0.37928	0.60477	1.071e-05	8.182e-06	1.86e-06	0.004062	8.296e-08	0.006481999999999999	0.0002895	1.641e-05	0.001484	3.66e-05	0.0007041	6.208e-05	0.0007769999999999999	7.127000000000001e-06	0.0003872	5.147000000000002e-06	7.795e-05	4.019e-06	6.681e-05	4.3120000000000005e-08	3.326000000000001e-06	3.972e-07	1.9399999999999997e-05	1.418e-05	0.0013460000000000002	3.735e-06	7.952e-05
0.0016076	0.025	4.969701930472227	101.10251102792951	15240000.0	142.4	2.209e+17	0.01326	0.37996	0.60409	1.078e-05	8.174e-06	1.858e-06	0.004062	8.296e-08	0.006485	0.0002865	1.641e-05	0.001484	3.66e-05	0.000704	6.208e-05	0.0007769	7.127000000000001e-06	0.0003872	5.147000000000002e-06	7.795e-05	4.018e-06	6.68e-05	4.3120000000000005e-08	3.326000000000001e-06	3.972e-07	1.9399999999999997e-05	1.418e-05	0.0013460000000000002	3.735e-06	7.952e-05
0.0017042	0.0255	4.968403680937431	100.88951416480886	15230000.0	142.1	2.205e+17	0.01404	0.38066	0.60339	1.084e-05	8.165e-06	1.856e-06	0.004062	8.297000000000001e-08	0.006488	0.0002835	1.641e-05	0.001484	3.66e-05	0.000704	6.208e-05	0.0007769	7.127000000000001e-06	0.0003872	5.147000000000002e-06	7.795e-05	4.018e-06	6.68e-05	4.3120000000000005e-08	3.326000000000001e-06	3.972e-07	1.9399999999999997e-05	1.418e-05	0.0013449999999999998	3.735e-06	7.952e-05
0.0018044	0.026000000000000002	4.96708116371033	100.67651730168824	15220000.0	141.8	2.202e+17	0.01485	0.38136	0.60269	1.091e-05	8.156e-06	1.854e-06	0.004061	8.297000000000001e-08	0.006490000000000001	0.00028050000000000004	1.641e-05	0.001484	3.66e-05	0.000704	6.208e-05	0.0007769	7.127000000000001e-06	0.0003872	5.147000000000002e-06	7.795e-05	4.018e-06	6.68e-05	4.3120000000000005e-08	3.326000000000001e-06	3.972e-07	1.9399999999999997e-05	1.418e-05	0.0013449999999999998	3.735e-06	7.952e-05
0.0019085	0.0265	4.965734432735715	100.53451939294114	15220000.0	141.6	2.198e+17	0.01569	0.38208	0.60197	1.098e-05	8.147e-06	1.852e-06	0.004061	8.298e-08	0.0064930000000000005	0.0002775	1.641e-05	0.001484	3.659e-05	0.000704	6.208e-05	0.0007769	7.126e-06	0.0003872	5.147000000000002e-06	7.794e-05	4.018e-06	6.68e-05	4.3120000000000005e-08	3.326000000000001e-06	3.971e-07	1.9399999999999997e-05	1.418e-05	0.0013449999999999998	3.734e-06	7.952e-05
