Mass	Radius	phi	RhoND	Temp	Rho	Pres	Lumi	H1	He4	He3	C12	C13	N14	N15	O16	O17	O18	Ne	Na	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni
0.9466848	0.604	1.6428696679350463	0.34185996530862395	3029000.0	0.4815	199300000000000.0	0.99893	0.73314	0.25231	3.601e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.495e-05	0.0006724999999999999	5.93e-05	0.0007421	6.807e-06	0.0003698	4.916e-06	7.445e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.595e-05
0.9468724	0.6045	1.6415731297658551	0.3402269893580324	3025000.0	0.4792	198200000000000.0	0.99893	0.73315	0.2523	3.6e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.495e-05	0.0006724999999999999	5.93e-05	0.0007421	6.807e-06	0.0003698	4.916e-06	7.445e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.595e-05
0.94706	0.605	1.640278478156903	0.33866501236181445	3022000.0	0.47700000000000004	197000000000000.0	0.99893	0.73316	0.25229	3.599e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.495e-05	0.0006724999999999999	5.93e-05	0.0007421	6.807e-06	0.0003698	4.916e-06	7.445e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.595e-05
0.9472469	0.6055	1.6389857091237392	0.33703203641122287	3018000.0	0.4747	195800000000000.0	0.99893	0.73316	0.25228	3.598e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007421	6.807e-06	0.0003698	4.916e-06	7.445e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.596e-05
0.9474312	0.606	1.6376948204646935	0.3354700594150048	3014000.0	0.4725	194600000000000.0	0.99893	0.73317	0.25227	3.596e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007421	6.807e-06	0.0003698	4.916e-06	7.445e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.596e-05
0.9476155	0.6065	1.6364058095076892	0.33390808241878683	3010000.0	0.4703	193500000000000.0	0.99893	0.73318	0.25226	3.595e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007421	6.807e-06	0.0003698	4.916e-06	7.445e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.596e-05
0.9477997	0.607	1.635118671886982	0.3323461054225688	3006000.0	0.4681	192300000000000.0	0.99893	0.73319	0.25226	3.594e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007421	6.807e-06	0.0003698	4.916e-06	7.445e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.596e-05
0.947984	0.6075	1.6338334031831192	0.3307841284263508	3002000.0	0.4659	191200000000000.0	0.99893	0.7332	0.25225	3.593e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007421	6.807e-06	0.0003698	4.916e-06	7.445e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.596e-05
0.9481646	0.608	1.632550001425268	0.3292221514301328	2998000.0	0.4637	190000000000000.0	0.99893	0.73321	0.25224	3.592e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007421	6.807e-06	0.0003698	4.916e-06	7.446e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.596e-05
0.9483453000000002	0.6085	1.6312684646489608	0.3276601744339148	2995000.0	0.4615	188900000000000.0	0.99893	0.73322	0.25223	3.591e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007421	6.808e-06	0.0003699	4.916e-06	7.446e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.596e-05
0.948526	0.609	1.629988788393573	0.3261691963920703	2991000.0	0.4594	187800000000000.0	0.99893	0.73323	0.25222	3.59e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007421	6.808e-06	0.0003699	4.916e-06	7.446e-05	3.838e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.567e-06	7.596e-05
0.9487065999999998	0.6095	1.6287109683476022	0.3246072193958523	2987000.0	0.4572	186700000000000.0	0.99893	0.73324	0.25221	3.589e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007422	6.808e-06	0.0003699	4.917e-06	7.446e-05	3.839e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.568e-06	7.596e-05
0.9488873	0.61	1.6274350001461684	0.32311624135400785	2983000.0	0.4551	185600000000000.0	0.99893	0.73324	0.2522	3.589e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.93e-05	0.0007422	6.808e-06	0.0003699	4.917e-06	7.446e-05	3.839e-06	6.381e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.568e-06	7.596e-05
0.9490679	0.6105	1.6261608794381432	0.32162526331216335	2979000.0	0.45299999999999996	184500000000000.0	0.99893	0.73325	0.2522	3.588e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.931e-05	0.0007422	6.808e-06	0.0003699	4.917e-06	7.446e-05	3.839e-06	6.382e-05	4.119e-08	3.177e-06	3.794e-07	1.853e-05	1.355e-05	0.001285	3.568e-06	7.596e-05
0.9492486	0.611	1.6248886018865365	0.3201342852703189	2975000.0	0.4509	183400000000000.0	0.99893	0.73326	0.25219	3.587e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006724999999999999	5.931e-05	0.0007422	6.808e-06	0.0003699	4.917e-06	7.446e-05	3.839e-06	6.382e-05	4.119e-08	3.177e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.596e-05
0.9494293	0.6115	1.6236181631011402	0.3185723082741009	2972000.0	0.4487	182300000000000.0	0.99893	0.73327	0.25218	3.586e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422	6.808e-06	0.0003699	4.917e-06	7.446e-05	3.839e-06	6.382e-05	4.119e-08	3.177e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9496096	0.612	1.622349559039729	0.31708133023225643	2968000.0	0.4466	181200000000000.0	0.99893	0.73328	0.25217	3.585e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422	6.808e-06	0.0003699	4.917e-06	7.446e-05	3.839e-06	6.382e-05	4.119e-08	3.177e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9497859	0.6125	1.6210827883385095	0.3156613511447855	2964000.0	0.4446	180100000000000.0	0.99893	0.73328	0.25216	3.584e-05	0.002573	3.115e-05	0.0007618999999999999	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422	6.808e-06	0.0003699	4.917e-06	7.446e-05	3.839e-06	6.382e-05	4.119e-08	3.177e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9499623	0.613	1.6198178493043	0.31417037310294105	2960000.0	0.4425	179000000000000.0	0.99893	0.73329	0.25215	3.583e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.006309	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422	6.808e-06	0.0003699	4.917e-06	7.447e-05	3.839e-06	6.382e-05	4.119e-08	3.177e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9501386	0.6135	1.6185547376499825	0.3126793950610966	2956000.0	0.4404	178000000000000.0	0.99893	0.7333	0.25215	3.582e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422	6.808e-06	0.0003699	4.917e-06	7.447e-05	3.839e-06	6.382e-05	4.119e-08	3.1780000000000007e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9503149	0.614	1.6172934491686233	0.31125941597362566	2952000.0	0.4384	176900000000000.0	0.99893	0.73331	0.25214000000000003	3.581e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422	6.809e-06	0.0003699	4.917e-06	7.447e-05	3.839e-06	6.382e-05	4.12e-08	3.1780000000000007e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9504912	0.6145	1.6160339796002483	0.3097684379317812	2949000.0	0.4363	175900000000000.0	0.99893	0.73332	0.25213	3.5799999999999996e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422999999999999	6.809e-06	0.0003699	4.917e-06	7.447e-05	3.839e-06	6.382e-05	4.12e-08	3.1780000000000007e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9506675	0.615	1.6147763246984277	0.3083484588443103	2945000.0	0.4343	174800000000000.0	0.99893	0.73332	0.25212	3.5799999999999996e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422999999999999	6.809e-06	0.0003699	4.917e-06	7.447e-05	3.839e-06	6.382e-05	4.12e-08	3.1780000000000007e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9508436	0.6155	1.6135204803622016	0.30692847975683935	2941000.0	0.4323	173800000000000.0	0.99893	0.73333	0.25211	3.579e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422999999999999	6.809e-06	0.0003699	4.917e-06	7.447e-05	3.839e-06	6.382e-05	4.12e-08	3.1780000000000007e-06	3.794e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9510167	0.616	1.6122664444801336	0.30550850066936847	2937000.0	0.4303	172800000000000.0	0.99893	0.73334	0.25211	3.578e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422999999999999	6.809e-06	0.0003699	4.917e-06	7.447e-05	3.839e-06	6.382e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001285	3.568e-06	7.597e-05
0.9511899	0.6165	1.6110142147495723	0.30408852158189753	2933000.0	0.4283	171700000000000.0	0.99893	0.73335	0.2521	3.577e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.496e-05	0.0006726	5.931e-05	0.0007422999999999999	6.809e-06	0.0003699	4.917e-06	7.447e-05	3.839e-06	6.383e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.568e-06	7.598e-05
0.951363	0.617	1.6097637869641832	0.3026685424944266	2930000.0	0.4263	170700000000000.0	0.99893	0.73335	0.25209000000000004	3.576e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.497e-05	0.0006727	5.932e-05	0.0007422999999999999	6.809e-06	0.0003699	4.918e-06	7.447e-05	3.839e-06	6.383e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.568e-06	7.598e-05
0.9515362	0.6175	1.6085151569311675	0.30124856340695566	2926000.0	0.4243	169700000000000.0	0.99893	0.73336	0.25208	3.576e-05	0.002573	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.497e-05	0.0006727	5.932e-05	0.0007422999999999999	6.809e-06	0.0003699	4.918e-06	7.448e-05	3.839e-06	6.383e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.568e-06	7.598e-05
0.9517088	0.618	1.6072683207980771	0.2998285843194848	2922000.0	0.4223	168700000000000.0	0.99893	0.73337	0.25208	3.575e-05	0.002574	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.497e-05	0.0006727	5.932e-05	0.0007422999999999999	6.809e-06	0.00037	4.918e-06	7.448e-05	3.839e-06	6.383e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.568e-06	7.598e-05
0.9518792	0.6185	1.6060232762279367	0.29847960418638736	2918000.0	0.4204	167700000000000.0	0.99893	0.73338	0.25207	3.574e-05	0.002574	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001388	3.497e-05	0.0006727	5.932e-05	0.0007423999999999999	6.81e-06	0.00037	4.918e-06	7.448e-05	3.84e-06	6.383e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.568e-06	7.598e-05
0.9520495	0.619	1.6047800205635268	0.2970596250989164	2914000.0	0.4184	166700000000000.0	0.99893	0.73338	0.25206	3.573e-05	0.002574	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001389	3.497e-05	0.0006727	5.932e-05	0.0007423999999999999	6.81e-06	0.00037	4.918e-06	7.448e-05	3.84e-06	6.383e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.569e-06	7.598e-05
0.9522199	0.6195	1.60353854965302	0.29571064496581906	2911000.0	0.4165	165700000000000.0	0.99893	0.73339	0.25205	3.573e-05	0.002574	3.115e-05	0.000762	1.871e-06	0.0063100000000000005	2.546e-06	1.524e-05	0.001389	3.497e-05	0.0006727	5.932e-05	0.0007423999999999999	6.81e-06	0.00037	4.918e-06	7.448e-05	3.84e-06	6.383e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.569e-06	7.599e-05
0.9523902	0.62	1.6022988593574834	0.29436166483272175	2907000.0	0.4146	164700000000000.0	0.99893	0.7334	0.25205	3.572e-05	0.002574	3.115e-05	0.0007621	1.871e-06	0.006311	2.546e-06	1.524e-05	0.001389	3.497e-05	0.0006727	5.932e-05	0.0007423999999999999	6.81e-06	0.00037	4.918e-06	7.448e-05	3.84e-06	6.383e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.569e-06	7.599e-05
0.9525606	0.6205	1.6010609455512443	0.2929416857452508	2903000.0	0.4126	163700000000000.0	0.99893	0.7334	0.25204	3.571e-05	0.002574	3.115e-05	0.0007621	1.871e-06	0.006311	2.546e-06	1.524e-05	0.001389	3.497e-05	0.0006728	5.932e-05	0.0007423999999999999	6.81e-06	0.00037	4.918e-06	7.448e-05	3.84e-06	6.384e-05	4.12e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.569e-06	7.599e-05
0.9527298	0.621	1.5998248048345198	0.2915927056121534	2899000.0	0.4107	162800000000000.0	0.99893	0.73341	0.25203000000000003	3.570000000000001e-05	0.002574	3.115e-05	0.0007621	1.871e-06	0.006311	2.546e-06	1.524e-05	0.001389	3.497e-05	0.0006728	5.933e-05	0.0007423999999999999	6.81e-06	0.00037	4.918e-06	7.449e-05	3.84e-06	6.384e-05	4.121e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.569e-06	7.599e-05
0.9528965	0.6215	1.5985904355011842	0.290243725479056	2895000.0	0.4088	161800000000000.0	0.99893	0.73342	0.25203000000000003	3.570000000000001e-05	0.002574	3.115e-05	0.0007621	1.871e-06	0.006311	2.546e-06	1.524e-05	0.001389	3.497e-05	0.0006728	5.933e-05	0.0007425	6.81e-06	0.00037	4.919e-06	7.449e-05	3.84e-06	6.384e-05	4.121e-08	3.1780000000000007e-06	3.795e-07	1.854e-05	1.355e-05	0.001286	3.569e-06	7.599e-05
0.9530633	0.622	1.59735783500777	0.28889474534595866	2891000.0	0.4069	160900000000000.0	0.99893	0.73342	0.25202	3.569e-05	0.002574	3.115e-05	0.0007621	1.871e-06	0.006311	2.546e-06	1.524e-05	0.001389	3.497e-05	0.0006728	5.933e-05	0.0007425	6.811000000000001e-06	0.00037	4.919e-06	7.449e-05	3.84e-06	6.384e-05	4.121e-08	3.179e-06	3.796e-07	1.854e-05	1.355e-05	0.001286	3.569e-06	7.599e-05
0.95323	0.6225	1.5961269992651412	0.28761676416723486	2888000.0	0.4051	159900000000000.0	0.99893	0.73343	0.25201	3.568e-05	0.002574	3.115e-05	0.0007621	1.871e-06	0.006311	2.546e-06	1.524e-05	0.001389	3.497e-05	0.0006728	5.933e-05	0.0007425	6.811000000000001e-06	0.00037	4.919e-06	7.449e-05	3.84e-06	6.384e-05	4.121e-08	3.179e-06	3.796e-07	1.854e-05	1.355e-05	0.001286	3.569e-06	7.6e-05
0.9533968	0.623	1.5948979241972194	0.28626778403413744	2884000.0	0.4032	159000000000000.0	0.99893	0.73344	0.25201	3.568e-05	0.002574	3.115e-05	0.0007622000000000001	1.871e-06	0.006311	2.547e-06	1.524e-05	0.001389	3.497e-05	0.0006728	5.933e-05	0.0007425	6.811000000000001e-06	0.00037	4.919e-06	7.449e-05	3.84e-06	6.384e-05	4.121e-08	3.179e-06	3.796e-07	1.854e-05	1.355e-05	0.001286	3.569e-06	7.6e-05
0.9535636	0.6235	1.5936706056762076	0.2849188039010401	2880000.0	0.4013	158000000000000.0	0.99893	0.73344	0.252	3.567e-05	0.002574	3.115e-05	0.0007622000000000001	1.871e-06	0.006312	2.547e-06	1.524e-05	0.001389	3.498e-05	0.0006729	5.933e-05	0.0007425	6.811000000000001e-06	0.00037	4.919e-06	7.45e-05	3.84e-06	6.385e-05	4.121e-08	3.179e-06	3.796e-07	1.854e-05	1.356e-05	0.001286	3.569e-06	7.6e-05
0.9537303	0.624	1.5924450397158798	0.2836408227223163	2876000.0	0.3995	157100000000000.0	0.99893	0.73345	0.25199	3.566e-05	0.002574	3.115e-05	0.0007622000000000001	1.871e-06	0.006312	2.547e-06	1.524e-05	0.001389	3.498e-05	0.0006729	5.934e-05	0.0007426	6.811000000000001e-06	0.0003701	4.919e-06	7.45e-05	3.841e-06	6.385e-05	4.121e-08	3.179e-06	3.796e-07	1.854e-05	1.356e-05	0.001286	3.569e-06	7.6e-05
0.9538971	0.6245	1.5912212222783992	0.2822918425892189	2872000.0	0.3976	156100000000000.0	0.99893	0.73346	0.25199	3.566e-05	0.002574	3.116e-05	0.0007622000000000001	1.871e-06	0.006312	2.547e-06	1.524e-05	0.001389	3.498e-05	0.0006729	5.934e-05	0.0007426	6.812e-06	0.0003701	4.919e-06	7.45e-05	3.841e-06	6.385e-05	4.121e-08	3.179e-06	3.796e-07	1.854e-05	1.356e-05	0.001286	3.57e-06	7.6e-05
0.9540638	0.625	1.5899991493383685	0.28101386141049506	2869000.0	0.3958	155200000000000.0	0.99893	0.73346	0.25198000000000004	3.565e-05	0.002574	3.116e-05	0.0007622000000000001	1.872e-06	0.006312	2.547e-06	1.524e-05	0.001389	3.498e-05	0.0006729	5.934e-05	0.0007426	6.812e-06	0.0003701	4.919e-06	7.45e-05	3.841e-06	6.385e-05	4.121e-08	3.179e-06	3.796e-07	1.855e-05	1.356e-05	0.001286	3.57e-06	7.601e-05
0.9542264	0.6255	1.5887788195668984	0.2797358802317712	2865000.0	0.39399999999999996	154300000000000.0	0.99893	0.73347	0.25197	3.565e-05	0.002574	3.116e-05	0.0007622000000000001	1.872e-06	0.006312	2.547e-06	1.524e-05	0.001389	3.498e-05	0.0006729	5.934e-05	0.0007426	6.812e-06	0.0003701	4.92e-06	7.45e-05	3.841e-06	6.385e-05	4.122e-08	3.179e-06	3.796e-07	1.855e-05	1.356e-05	0.001286	3.57e-06	7.601e-05
0.9543891	0.626	1.5875602315112791	0.2784578990530474	2861000.0	0.3922	153400000000000.0	0.99893	0.73347	0.25197	3.564e-05	0.002574	3.116e-05	0.0007622999999999999	1.872e-06	0.006313	2.547e-06	1.524e-05	0.001389	3.498e-05	0.0006729	5.934e-05	0.0007426	6.812e-06	0.0003701	4.92e-06	7.451e-05	3.841e-06	6.385e-05	4.122e-08	3.179e-06	3.796e-07	1.855e-05	1.356e-05	0.001286	3.57e-06	7.601e-05
0.9545518	0.6265	1.5863433811033605	0.2771799178743236	2857000.0	0.3904	152500000000000.0	0.99893	0.73348	0.25196	3.563e-05	0.002574	3.116e-05	0.0007622999999999999	1.872e-06	0.006313	2.547e-06	1.524e-05	0.001389	3.498e-05	0.0006730000000000001	5.934e-05	0.0007427	6.812e-06	0.0003701	4.92e-06	7.451e-05	3.841e-06	6.386e-05	4.122e-08	3.179e-06	3.796e-07	1.855e-05	1.356e-05	0.001286	3.57e-06	7.601e-05
0.9547145	0.627	1.5851282643515	0.27590193669559976	2853000.0	0.3886	151600000000000.0	0.99893	0.73349	0.25195	3.563e-05	0.002574	3.116e-05	0.0007622999999999999	1.872e-06	0.006313	2.547e-06	1.524e-05	0.001389	3.498e-05	0.0006730000000000001	5.935e-05	0.0007427	6.813e-06	0.0003701	4.92e-06	7.451e-05	3.841e-06	6.386e-05	4.122e-08	3.179e-06	3.797e-07	1.855e-05	1.356e-05	0.001286	3.57e-06	7.601e-05
0.9548772	0.6275	1.5839148772765144	0.2746239555168759	2850000.0	0.3868	150700000000000.0	0.99893	0.73349	0.25195	3.562e-05	0.002574	3.116e-05	0.0007622999999999999	1.872e-06	0.006313	2.547e-06	1.525e-05	0.001389	3.498e-05	0.0006730000000000001	5.935e-05	0.0007427	6.813e-06	0.0003701	4.92e-06	7.451e-05	3.841e-06	6.386e-05	4.122e-08	3.18e-06	3.797e-07	1.855e-05	1.356e-05	0.001286	3.57e-06	7.602e-05
0.9550399	0.628	1.5827032159116294	0.2733459743381521	2846000.0	0.385	149800000000000.0	0.99893	0.7335	0.25194	3.562e-05	0.002574	3.116e-05	0.0007622999999999999	1.872e-06	0.006313	2.547e-06	1.525e-05	0.001389	3.498e-05	0.0006730000000000001	5.935e-05	0.0007427	6.813e-06	0.0003701	4.92e-06	7.452e-05	3.841e-06	6.386e-05	4.122e-08	3.18e-06	3.797e-07	1.855e-05	1.356e-05	0.001286	3.57e-06	7.602e-05
0.9552026	0.6285	1.5814932763024327	0.27206799315942826	2842000.0	0.3832	148900000000000.0	0.99893	0.7335	0.25194	3.561e-05	0.002575	3.116e-05	0.0007624	1.872e-06	0.006313	2.547e-06	1.525e-05	0.001389	3.499e-05	0.0006730000000000001	5.935e-05	0.0007427	6.813e-06	0.0003702	4.92e-06	7.452e-05	3.842e-06	6.386e-05	4.122e-08	3.18e-06	3.797e-07	1.855e-05	1.356e-05	0.001286	3.57e-06	7.602e-05
0.9553653	0.629	1.580285054506824	0.270861010935078	2838000.0	0.3815	148000000000000.0	0.99893	0.73351	0.25193000000000004	3.561e-05	0.002575	3.116e-05	0.0007624	1.872e-06	0.006314	2.547e-06	1.525e-05	0.001389	3.499e-05	0.0006730999999999999	5.935e-05	0.0007428	6.813e-06	0.0003702	4.921e-06	7.452e-05	3.842e-06	6.387e-05	4.122e-08	3.18e-06	3.797e-07	1.855e-05	1.356e-05	0.001286	3.57e-06	7.602e-05
0.9555246	0.6295	1.579078548739968	0.2695830297563541	2834000.0	0.3797	147100000000000.0	0.99893	0.73351	0.25192	3.5600000000000005e-05	0.002575	3.116e-05	0.0007624	1.872e-06	0.006314	2.547e-06	1.525e-05	0.001389	3.499e-05	0.0006730999999999999	5.935e-05	0.0007428	6.814e-06	0.0003702	4.921e-06	7.452e-05	3.842e-06	6.387e-05	4.123e-08	3.18e-06	3.797e-07	1.855e-05	1.356e-05	0.001286	3.571e-06	7.603e-05
0.9556838	0.63	1.577873757285427	0.26837604753200384	2831000.0	0.37799999999999995	146300000000000.0	0.99893	0.73352	0.25192	3.5600000000000005e-05	0.002575	3.116e-05	0.0007624	1.872e-06	0.006314	2.548e-06	1.525e-05	0.001389	3.499e-05	0.0006730999999999999	5.936e-05	0.0007428	6.814e-06	0.0003702	4.921e-06	7.452e-05	3.842e-06	6.387e-05	4.123e-08	3.18e-06	3.797e-07	1.855e-05	1.356e-05	0.001286	3.571e-06	7.603e-05
0.955843	0.6305	1.5766706762869491	0.26709806635328004	2827000.0	0.3762	145400000000000.0	0.99893	0.73353	0.25191	3.559e-05	0.002575	3.116e-05	0.0007625	1.872e-06	0.006314	2.548e-06	1.525e-05	0.00139	3.499e-05	0.0006730999999999999	5.936e-05	0.0007428	6.814e-06	0.0003702	4.921e-06	7.453e-05	3.842e-06	6.387e-05	4.123e-08	3.18e-06	3.797e-07	1.855e-05	1.356e-05	0.001286	3.571e-06	7.603e-05
0.9560022	0.631	1.5754693018372643	0.26589108412892976	2823000.0	0.3745	144500000000000.0	0.99893	0.73353	0.2519	3.558e-05	0.002575	3.116e-05	0.0007625	1.872e-06	0.006314999999999999	2.548e-06	1.525e-05	0.00139	3.499e-05	0.0006732	5.936e-05	0.0007428999999999999	6.814e-06	0.0003702	4.921e-06	7.453e-05	3.842e-06	6.387e-05	4.123e-08	3.18e-06	3.797e-07	1.855e-05	1.356e-05	0.001286	3.571e-06	7.603e-05
